,entry_strategies,exit_strategies,profit_mean,profit_min,profit_max
2127,"TSI Entry, Bollinger Entry","Force Exit, TSI Exit, Bollinger Exit",-0.10891089108910891,-11.0,0.0
532,"Force Entry, TSI Entry, Bollinger Entry",MACD Exit,-0.12871287128712872,-36.0,23.0
1899,"PVO Entry, TSI Entry, Keltner Entry","MFI Exit, Bollinger Exit",-0.13861386138613863,-439.0,687.0
1863,"PVO Entry, TSI Entry, Bollinger Entry",PVO Exit,-0.1485148514851485,-15.0,0.0
1623,"PVO Entry, MACD Entry, Keltner Entry","MFI Exit, RSI Exit, Bollinger Exit",-0.1485148514851485,-157.0,830.0
547,"Force Entry, TSI Entry, Bollinger Entry",PVO Exit,-0.1485148514851485,-15.0,0.0
2145,"TSI Entry, Bollinger Entry",PVO Exit,-0.1485148514851485,-15.0,0.0
343,"Force Entry, RSI Entry",Keltner Exit,-0.2079207920792079,-76.0,39.0
1175,"MFI Entry, RSI Entry, Bollinger Entry","TSI Exit, Keltner Exit",-0.21782178217821782,-130.0,497.0
748,"MACD Entry, Bollinger Entry","RSI Exit, Bollinger Exit",-0.2376237623762376,-132.0,392.0
1553,"PVO Entry, MACD Entry, Bollinger Entry",Force Exit,-0.2376237623762376,-14.0,1.0
1143,"MFI Entry, RSI Entry, Bollinger Entry",MACD Exit,-0.2376237623762376,-124.0,183.0
1556,"PVO Entry, MACD Entry, Bollinger Entry","Force Exit, MACD Exit",-0.2376237623762376,-14.0,1.0
1566,"PVO Entry, MACD Entry, Bollinger Entry",MACD Exit,-0.2376237623762376,-14.0,1.0
1706,"PVO Entry, RSI Entry, Bollinger Entry",Keltner Exit,-0.25742574257425743,-246.0,214.0
440,"Force Entry, RSI Entry, Keltner Entry","MACD Exit, Keltner Exit",-0.27722772277227725,-28.0,0.0
1756,"PVO Entry, RSI Entry, Keltner Entry","MACD Exit, Keltner Exit",-0.27722772277227725,-28.0,0.0
96,"Force Entry, Bollinger Entry",Force Exit,-0.27722772277227725,-78.0,23.0
2038,"RSI Entry, Keltner Entry","MACD Exit, Keltner Exit",-0.27722772277227725,-28.0,0.0
249,"Force Entry, MACD Entry, Bollinger Entry",Keltner Exit,-0.3465346534653465,-102.0,43.0
1363,"MFI Entry, TSI Entry, Keltner Entry","TSI Exit, Keltner Exit",-0.38613861386138615,-143.0,79.0
1613,"PVO Entry, MACD Entry, Keltner Entry",MACD Exit,-0.38613861386138615,-158.0,408.0
280,"Force Entry, MACD Entry, Bollinger Entry",TSI Exit,-0.38613861386138615,-82.0,43.0
580,"Force Entry, TSI Entry, Keltner Entry","MACD Exit, Bollinger Exit",-0.38613861386138615,-129.0,493.0
1329,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, TSI Exit, Keltner Exit",-0.38613861386138615,-143.0,79.0
346,"Force Entry, RSI Entry","MACD Exit, Keltner Exit",-0.43564356435643564,-76.0,39.0
111,"Force Entry, Bollinger Entry","MACD Exit, Keltner Exit",-0.44554455445544555,-102.0,206.0
98,"Force Entry, Bollinger Entry","Force Exit, Keltner Exit",-0.45544554455445546,-118.0,142.0
1596,"PVO Entry, MACD Entry, Bollinger Entry",TSI Exit,-0.46534653465346537,-82.0,43.0
253,"Force Entry, MACD Entry, Bollinger Entry",MFI Exit,-0.4752475247524752,-102.0,54.0
256,"Force Entry, MACD Entry, Bollinger Entry","MFI Exit, MACD Exit",-0.4752475247524752,-102.0,54.0
2066,"RSI Entry, Keltner Entry",TSI Exit,-0.48514851485148514,-89.0,40.0
468,"Force Entry, RSI Entry, Keltner Entry",TSI Exit,-0.48514851485148514,-89.0,40.0
1784,"PVO Entry, RSI Entry, Keltner Entry",TSI Exit,-0.48514851485148514,-89.0,40.0
372,"Force Entry, RSI Entry","RSI Exit, Bollinger Exit",-0.5445544554455446,-130.0,104.0
2042,"RSI Entry, Keltner Entry","MFI Exit, MACD Exit",-0.5841584158415841,-130.0,71.0
242,"Force Entry, MACD Entry, Bollinger Entry","Force Exit, MACD Exit, Keltner Exit",-0.5841584158415841,-102.0,43.0
252,"Force Entry, MACD Entry, Bollinger Entry","MACD Exit, Keltner Exit",-0.5841584158415841,-102.0,43.0
444,"Force Entry, RSI Entry, Keltner Entry","MFI Exit, MACD Exit",-0.5841584158415841,-130.0,71.0
1760,"PVO Entry, RSI Entry, Keltner Entry","MFI Exit, MACD Exit",-0.5841584158415841,-130.0,71.0
239,"Force Entry, MACD Entry, Bollinger Entry","Force Exit, Keltner Exit",-0.5841584158415841,-102.0,43.0
1323,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, MACD Exit, Keltner Exit",-0.594059405940594,-143.0,34.0
1241,"MFI Entry, TSI Entry","MFI Exit, Bollinger Exit",-0.594059405940594,-143.0,687.0
246,"Force Entry, MACD Entry, Bollinger Entry","Force Exit, TSI Exit",-0.6039603960396039,-82.0,21.0
1139,"MFI Entry, RSI Entry, Bollinger Entry","Force Exit, TSI Exit",-0.6039603960396039,-130.0,321.0
1142,"MFI Entry, RSI Entry, Bollinger Entry",Keltner Exit,-0.6039603960396039,-124.0,176.0
251,"Force Entry, MACD Entry, Bollinger Entry","MACD Exit, Bollinger Exit",-0.6237623762376238,-102.0,39.0
241,"Force Entry, MACD Entry, Bollinger Entry","Force Exit, MACD Exit, Bollinger Exit",-0.6237623762376238,-102.0,39.0
1837,"PVO Entry, TSI Entry, Bollinger Entry","Force Exit, Keltner Exit",-0.6534653465346535,-32.0,0.0
568,"Force Entry, TSI Entry, Keltner Entry","Force Exit, Keltner Exit",-0.7029702970297029,-439.0,236.0
1001,"MFI Entry, MACD Entry, Bollinger Entry",Keltner Exit,-0.7326732673267327,-45.0,0.0
991,"MFI Entry, MACD Entry, Bollinger Entry","Force Exit, Keltner Exit",-0.7326732673267327,-45.0,0.0
2120,"TSI Entry, Bollinger Entry","Force Exit, MACD Exit",-0.7524752475247525,-129.0,23.0
1565,"PVO Entry, MACD Entry, Bollinger Entry",Keltner Exit,-0.7821782178217822,-102.0,43.0
719,"MACD Entry, Bollinger Entry",Keltner Exit,-0.7821782178217822,-102.0,176.0
282,"Force Entry, MACD Entry, Bollinger Entry","TSI Exit, Keltner Exit",-0.801980198019802,-102.0,21.0
248,"Force Entry, MACD Entry, Bollinger Entry","Force Exit, TSI Exit, Keltner Exit",-0.801980198019802,-102.0,21.0
347,"Force Entry, RSI Entry",MFI Exit,-0.8118811881188119,-130.0,98.0
1852,"PVO Entry, TSI Entry, Bollinger Entry","MFI Exit, Bollinger Exit",-0.8118811881188119,-129.0,47.0
1786,"PVO Entry, RSI Entry, Keltner Entry","TSI Exit, Keltner Exit",-0.8811881188118812,-89.0,0.0
470,"Force Entry, RSI Entry, Keltner Entry","TSI Exit, Keltner Exit",-0.8811881188118812,-89.0,0.0
2068,"RSI Entry, Keltner Entry","TSI Exit, Keltner Exit",-0.8811881188118812,-89.0,0.0
434,"Force Entry, RSI Entry, Keltner Entry","Force Exit, TSI Exit",-0.8910891089108911,-130.0,40.0
1750,"PVO Entry, RSI Entry, Keltner Entry","Force Exit, TSI Exit",-0.8910891089108911,-130.0,40.0
2032,"RSI Entry, Keltner Entry","Force Exit, TSI Exit",-0.8910891089108911,-130.0,40.0
109,"Force Entry, Bollinger Entry",MACD Exit,-0.9207920792079208,-96.0,23.0
139,"Force Entry, Bollinger Entry",TSI Exit,-0.9306930693069307,-82.0,43.0
1264,"MFI Entry, TSI Entry",RSI Exit,-0.9504950495049505,-143.0,176.0
331,"Force Entry, RSI Entry",Force Exit,-0.9603960396039604,-130.0,57.0
441,"Force Entry, RSI Entry, Keltner Entry",MFI Exit,-0.9801980198019802,-130.0,31.0
1461,"PVO Entry, Keltner Entry","Force Exit, Keltner Exit",-0.9801980198019802,-439.0,708.0
447,"Force Entry, RSI Entry, Keltner Entry","MFI Exit, RSI Exit",-0.9801980198019802,-130.0,31.0
2045,"RSI Entry, Keltner Entry","MFI Exit, RSI Exit",-0.9801980198019802,-130.0,31.0
1757,"PVO Entry, RSI Entry, Keltner Entry",MFI Exit,-0.9801980198019802,-130.0,31.0
1838,"PVO Entry, TSI Entry, Bollinger Entry","Force Exit, MACD Exit",-0.9801980198019802,-129.0,20.0
2039,"RSI Entry, Keltner Entry",MFI Exit,-0.9801980198019802,-130.0,31.0
1763,"PVO Entry, RSI Entry, Keltner Entry","MFI Exit, RSI Exit",-0.9801980198019802,-130.0,31.0
2063,"RSI Entry, Keltner Entry",RSI Exit,-0.9900990099009901,-130.0,30.0
465,"Force Entry, RSI Entry, Keltner Entry",RSI Exit,-0.9900990099009901,-130.0,30.0
1781,"PVO Entry, RSI Entry, Keltner Entry",RSI Exit,-0.9900990099009901,-130.0,30.0
824,MFI Entry,"MFI Exit, RSI Exit, Bollinger Exit",-1.0198019801980198,-1056.0,1117.0
723,"MACD Entry, Bollinger Entry",MFI Exit,-1.0198019801980198,-130.0,181.0
522,"Force Entry, TSI Entry, Bollinger Entry","Force Exit, MACD Exit",-1.0495049504950495,-129.0,23.0
893,"MFI Entry, Bollinger Entry","TSI Exit, Keltner Exit",-1.0495049504950495,-130.0,497.0
427,"Force Entry, RSI Entry, Keltner Entry","Force Exit, Keltner Exit",-1.0594059405940595,-130.0,23.0
2025,"RSI Entry, Keltner Entry","Force Exit, Keltner Exit",-1.0594059405940595,-130.0,23.0
1743,"PVO Entry, RSI Entry, Keltner Entry","Force Exit, Keltner Exit",-1.0594059405940595,-130.0,23.0
236,"Force Entry, MACD Entry, Bollinger Entry",Bollinger Exit,-1.0693069306930694,-102.0,0.0
1170,"MFI Entry, RSI Entry, Bollinger Entry",RSI Exit,-1.0693069306930694,-130.0,274.0
238,"Force Entry, MACD Entry, Bollinger Entry","Force Exit, Bollinger Exit",-1.0693069306930694,-102.0,0.0
1800,"PVO Entry, TSI Entry",Keltner Exit,-1.0891089108910892,-208.0,349.0
277,"Force Entry, MACD Entry, Bollinger Entry",RSI Exit,-1.0891089108910892,-100.0,0.0
243,"Force Entry, MACD Entry, Bollinger Entry","Force Exit, RSI Exit",-1.0891089108910892,-100.0,0.0
1782,"PVO Entry, RSI Entry, Keltner Entry","RSI Exit, Bollinger Exit",-1.099009900990099,-130.0,19.0
466,"Force Entry, RSI Entry, Keltner Entry","RSI Exit, Bollinger Exit",-1.099009900990099,-130.0,19.0
2064,"RSI Entry, Keltner Entry","RSI Exit, Bollinger Exit",-1.099009900990099,-130.0,19.0
1847,"PVO Entry, TSI Entry, Bollinger Entry",Keltner Exit,-1.118811881188119,-56.0,0.0
1850,"PVO Entry, TSI Entry, Bollinger Entry","MACD Exit, Keltner Exit",-1.118811881188119,-56.0,0.0
1269,"MFI Entry, TSI Entry","TSI Exit, Keltner Exit",-1.1584158415841583,-143.0,313.0
101,"Force Entry, Bollinger Entry","Force Exit, MACD Exit, Keltner Exit",-1.2376237623762376,-129.0,206.0
1336,"MFI Entry, TSI Entry, Keltner Entry","MFI Exit, Keltner Exit",-1.2574257425742574,-143.0,160.0
1265,"MFI Entry, TSI Entry","RSI Exit, Bollinger Exit",-1.2673267326732673,-143.0,175.0
551,"Force Entry, TSI Entry, Bollinger Entry","PVO Exit, MACD Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
2148,"TSI Entry, Bollinger Entry","PVO Exit, MACD Exit",-1.2772277227722773,-129.0,0.0
546,"Force Entry, TSI Entry, Bollinger Entry","MFI Exit, TSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
2147,"TSI Entry, Bollinger Entry","PVO Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
548,"Force Entry, TSI Entry, Bollinger Entry","PVO Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
2146,"TSI Entry, Bollinger Entry","PVO Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
549,"Force Entry, TSI Entry, Bollinger Entry","PVO Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
550,"Force Entry, TSI Entry, Bollinger Entry","PVO Exit, MACD Exit",-1.2772277227722773,-129.0,0.0
552,"Force Entry, TSI Entry, Bollinger Entry","PVO Exit, MACD Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
2149,"TSI Entry, Bollinger Entry","PVO Exit, MACD Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
553,"Force Entry, TSI Entry, Bollinger Entry","PVO Exit, RSI Exit",-1.2772277227722773,-129.0,0.0
554,"Force Entry, TSI Entry, Bollinger Entry","PVO Exit, RSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
555,"Force Entry, TSI Entry, Bollinger Entry","PVO Exit, RSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
556,"Force Entry, TSI Entry, Bollinger Entry","PVO Exit, TSI Exit",-1.2772277227722773,-129.0,0.0
557,"Force Entry, TSI Entry, Bollinger Entry","PVO Exit, TSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
558,"Force Entry, TSI Entry, Bollinger Entry","PVO Exit, TSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
561,"Force Entry, TSI Entry, Bollinger Entry","RSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
545,"Force Entry, TSI Entry, Bollinger Entry","MFI Exit, TSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
544,"Force Entry, TSI Entry, Bollinger Entry","MFI Exit, TSI Exit",-1.2772277227722773,-129.0,0.0
1839,"PVO Entry, TSI Entry, Bollinger Entry","Force Exit, MACD Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
2155,"TSI Entry, Bollinger Entry","PVO Exit, TSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
526,"Force Entry, TSI Entry, Bollinger Entry","Force Exit, RSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
2162,"TSI Entry, Bollinger Entry","TSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
527,"Force Entry, TSI Entry, Bollinger Entry","Force Exit, RSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
2159,"TSI Entry, Bollinger Entry","RSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
2156,"TSI Entry, Bollinger Entry","PVO Exit, TSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
530,"Force Entry, TSI Entry, Bollinger Entry","Force Exit, TSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
533,"Force Entry, TSI Entry, Bollinger Entry","MACD Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
2154,"TSI Entry, Bollinger Entry","PVO Exit, TSI Exit",-1.2772277227722773,-129.0,0.0
2150,"TSI Entry, Bollinger Entry","PVO Exit, MACD Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
2153,"TSI Entry, Bollinger Entry","PVO Exit, RSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
537,"Force Entry, TSI Entry, Bollinger Entry","MFI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
2152,"TSI Entry, Bollinger Entry","PVO Exit, RSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
2151,"TSI Entry, Bollinger Entry","PVO Exit, RSI Exit",-1.2772277227722773,-129.0,0.0
539,"Force Entry, TSI Entry, Bollinger Entry","MFI Exit, MACD Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
540,"Force Entry, TSI Entry, Bollinger Entry","MFI Exit, MACD Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
543,"Force Entry, TSI Entry, Bollinger Entry","MFI Exit, RSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
564,"Force Entry, TSI Entry, Bollinger Entry","TSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
2121,"TSI Entry, Bollinger Entry","Force Exit, MACD Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
2124,"TSI Entry, Bollinger Entry","Force Exit, RSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
1858,"PVO Entry, TSI Entry, Bollinger Entry","MFI Exit, RSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
1866,"PVO Entry, TSI Entry, Bollinger Entry","PVO Exit, MACD Exit",-1.2772277227722773,-129.0,0.0
1865,"PVO Entry, TSI Entry, Bollinger Entry","PVO Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
1864,"PVO Entry, TSI Entry, Bollinger Entry","PVO Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
1862,"PVO Entry, TSI Entry, Bollinger Entry","MFI Exit, TSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
1861,"PVO Entry, TSI Entry, Bollinger Entry","MFI Exit, TSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
1860,"PVO Entry, TSI Entry, Bollinger Entry","MFI Exit, TSI Exit",-1.2772277227722773,-129.0,0.0
1859,"PVO Entry, TSI Entry, Bollinger Entry","MFI Exit, RSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
1856,"PVO Entry, TSI Entry, Bollinger Entry","MFI Exit, MACD Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
2125,"TSI Entry, Bollinger Entry","Force Exit, RSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
1855,"PVO Entry, TSI Entry, Bollinger Entry","MFI Exit, MACD Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
1853,"PVO Entry, TSI Entry, Bollinger Entry","MFI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
1849,"PVO Entry, TSI Entry, Bollinger Entry","MACD Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
1846,"PVO Entry, TSI Entry, Bollinger Entry","Force Exit, TSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
1843,"PVO Entry, TSI Entry, Bollinger Entry","Force Exit, RSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
1842,"PVO Entry, TSI Entry, Bollinger Entry","Force Exit, RSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
1841,"PVO Entry, TSI Entry, Bollinger Entry","Force Exit, RSI Exit",-1.2772277227722773,-129.0,0.0
1867,"PVO Entry, TSI Entry, Bollinger Entry","PVO Exit, MACD Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
1868,"PVO Entry, TSI Entry, Bollinger Entry","PVO Exit, MACD Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
1869,"PVO Entry, TSI Entry, Bollinger Entry","PVO Exit, RSI Exit",-1.2772277227722773,-129.0,0.0
1870,"PVO Entry, TSI Entry, Bollinger Entry","PVO Exit, RSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
2128,"TSI Entry, Bollinger Entry","Force Exit, TSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
2131,"TSI Entry, Bollinger Entry","MACD Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
2135,"TSI Entry, Bollinger Entry","MFI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
2137,"TSI Entry, Bollinger Entry","MFI Exit, MACD Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
2138,"TSI Entry, Bollinger Entry","MFI Exit, MACD Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
2141,"TSI Entry, Bollinger Entry","MFI Exit, RSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
2142,"TSI Entry, Bollinger Entry","MFI Exit, TSI Exit",-1.2772277227722773,-129.0,0.0
2143,"TSI Entry, Bollinger Entry","MFI Exit, TSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
2144,"TSI Entry, Bollinger Entry","MFI Exit, TSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
1880,"PVO Entry, TSI Entry, Bollinger Entry","TSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
1877,"PVO Entry, TSI Entry, Bollinger Entry","RSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
1874,"PVO Entry, TSI Entry, Bollinger Entry","PVO Exit, TSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
1873,"PVO Entry, TSI Entry, Bollinger Entry","PVO Exit, TSI Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
1872,"PVO Entry, TSI Entry, Bollinger Entry","PVO Exit, TSI Exit",-1.2772277227722773,-129.0,0.0
1871,"PVO Entry, TSI Entry, Bollinger Entry","PVO Exit, RSI Exit, Keltner Exit",-1.2772277227722773,-129.0,0.0
523,"Force Entry, TSI Entry, Bollinger Entry","Force Exit, MACD Exit, Bollinger Exit",-1.2772277227722773,-129.0,0.0
1758,"PVO Entry, RSI Entry, Keltner Entry","MFI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
2033,"RSI Entry, Keltner Entry","Force Exit, TSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
1766,"PVO Entry, RSI Entry, Keltner Entry","MFI Exit, TSI Exit",-1.2871287128712872,-130.0,0.0
1778,"PVO Entry, RSI Entry, Keltner Entry","PVO Exit, TSI Exit",-1.2871287128712872,-130.0,0.0
1777,"PVO Entry, RSI Entry, Keltner Entry","PVO Exit, RSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2062,"RSI Entry, Keltner Entry","PVO Exit, TSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
1776,"PVO Entry, RSI Entry, Keltner Entry","PVO Exit, RSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
1775,"PVO Entry, RSI Entry, Keltner Entry","PVO Exit, RSI Exit",-1.2871287128712872,-130.0,0.0
1774,"PVO Entry, RSI Entry, Keltner Entry","PVO Exit, MACD Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
1773,"PVO Entry, RSI Entry, Keltner Entry","PVO Exit, MACD Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
1772,"PVO Entry, RSI Entry, Keltner Entry","PVO Exit, MACD Exit",-1.2871287128712872,-130.0,0.0
1771,"PVO Entry, RSI Entry, Keltner Entry","PVO Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
1770,"PVO Entry, RSI Entry, Keltner Entry","PVO Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
1769,"PVO Entry, RSI Entry, Keltner Entry",PVO Exit,-1.2871287128712872,-130.0,0.0
1768,"PVO Entry, RSI Entry, Keltner Entry","MFI Exit, TSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
1767,"PVO Entry, RSI Entry, Keltner Entry","MFI Exit, TSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
1765,"PVO Entry, RSI Entry, Keltner Entry","MFI Exit, RSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
1746,"PVO Entry, RSI Entry, Keltner Entry","Force Exit, MACD Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
1764,"PVO Entry, RSI Entry, Keltner Entry","MFI Exit, RSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
1762,"PVO Entry, RSI Entry, Keltner Entry","MFI Exit, MACD Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
1761,"PVO Entry, RSI Entry, Keltner Entry","MFI Exit, MACD Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
1759,"PVO Entry, RSI Entry, Keltner Entry","MFI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2065,"RSI Entry, Keltner Entry","RSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2067,"RSI Entry, Keltner Entry","TSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
353,"Force Entry, RSI Entry","MFI Exit, RSI Exit",-1.2871287128712872,-130.0,98.0
1755,"PVO Entry, RSI Entry, Keltner Entry","MACD Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
469,"Force Entry, RSI Entry, Keltner Entry","TSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
1752,"PVO Entry, RSI Entry, Keltner Entry","Force Exit, TSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2055,"RSI Entry, Keltner Entry","PVO Exit, MACD Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
1749,"PVO Entry, RSI Entry, Keltner Entry","Force Exit, RSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
1748,"PVO Entry, RSI Entry, Keltner Entry","Force Exit, RSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
1779,"PVO Entry, RSI Entry, Keltner Entry","PVO Exit, TSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
1780,"PVO Entry, RSI Entry, Keltner Entry","PVO Exit, TSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
1783,"PVO Entry, RSI Entry, Keltner Entry","RSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
1785,"PVO Entry, RSI Entry, Keltner Entry","TSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
2053,"RSI Entry, Keltner Entry","PVO Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2052,"RSI Entry, Keltner Entry","PVO Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
2051,"RSI Entry, Keltner Entry",PVO Exit,-1.2871287128712872,-130.0,0.0
2050,"RSI Entry, Keltner Entry","MFI Exit, TSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2049,"RSI Entry, Keltner Entry","MFI Exit, TSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
2048,"RSI Entry, Keltner Entry","MFI Exit, TSI Exit",-1.2871287128712872,-130.0,0.0
2047,"RSI Entry, Keltner Entry","MFI Exit, RSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2046,"RSI Entry, Keltner Entry","MFI Exit, RSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
2044,"RSI Entry, Keltner Entry","MFI Exit, MACD Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2043,"RSI Entry, Keltner Entry","MFI Exit, MACD Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
2041,"RSI Entry, Keltner Entry","MFI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2040,"RSI Entry, Keltner Entry","MFI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
2056,"RSI Entry, Keltner Entry","PVO Exit, MACD Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2037,"RSI Entry, Keltner Entry","MACD Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
2057,"RSI Entry, Keltner Entry","PVO Exit, RSI Exit",-1.2871287128712872,-130.0,0.0
2034,"RSI Entry, Keltner Entry","Force Exit, TSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2031,"RSI Entry, Keltner Entry","Force Exit, RSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2030,"RSI Entry, Keltner Entry","Force Exit, RSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
2029,"RSI Entry, Keltner Entry","Force Exit, RSI Exit",-1.2871287128712872,-130.0,0.0
2028,"RSI Entry, Keltner Entry","Force Exit, MACD Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2027,"RSI Entry, Keltner Entry","Force Exit, MACD Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
2058,"RSI Entry, Keltner Entry","PVO Exit, RSI Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
2026,"RSI Entry, Keltner Entry","Force Exit, MACD Exit",-1.2871287128712872,-130.0,0.0
2059,"RSI Entry, Keltner Entry","PVO Exit, RSI Exit, Keltner Exit",-1.2871287128712872,-130.0,0.0
2024,"RSI Entry, Keltner Entry","Force Exit, Bollinger Exit",-1.2871287128712872,-130.0,0.0
