,entry_strategies,exit_strategies,profit_mean,profit_min,profit_max
2089,TSI Entry,"MFI Exit, MACD Exit",53.92079207920792,-379.0,967.0
817,MFI Entry,MFI Exit,53.613861386138616,-638.0,552.0
767,"MACD Entry, Keltner Entry",MACD Exit,53.12871287128713,-399.0,808.0
844,MFI Entry,TSI Exit,51.86138613861386,-762.0,882.0
625,Keltner Entry,Keltner Exit,50.34653465346535,-719.0,1241.0
18,Bollinger Entry,"MFI Exit, Bollinger Exit",50.15841584158416,-899.0,1550.0
677,MACD Entry,"MFI Exit, Bollinger Exit",50.10891089108911,-672.0,1239.0
753,"MACD Entry, Keltner Entry",Bollinger Exit,49.71287128712871,-240.0,451.0
2070,TSI Entry,Force Exit,47.722772277227726,-558.0,1192.0
622,Keltner Entry,"Force Exit, TSI Exit",47.18811881188119,-815.0,1884.0
2110,TSI Entry,RSI Exit,47.12871287128713,-355.0,561.0
1406,PVO Entry,"RSI Exit, Bollinger Exit",46.663366336633665,-501.0,541.0
770,"MACD Entry, Keltner Entry",MFI Exit,45.960396039603964,-350.0,585.0
797,"MACD Entry, Keltner Entry",TSI Exit,45.34653465346535,-466.0,1000.0
763,"MACD Entry, Keltner Entry","Force Exit, TSI Exit",44.613861386138616,-527.0,889.0
1928,RSI Entry,Bollinger Exit,44.40594059405941,-441.0,384.0
616,Keltner Entry,"Force Exit, MACD Exit",43.79207920792079,-815.0,1575.0
16,Bollinger Entry,"MACD Exit, Keltner Exit",42.98019801980198,-662.0,788.0
2111,TSI Entry,"RSI Exit, Bollinger Exit",42.81188118811881,-355.0,489.0
1364,PVO Entry,Bollinger Exit,42.76237623762376,-372.0,541.0
756,"MACD Entry, Keltner Entry","Force Exit, Keltner Exit",42.75247524752475,-389.0,803.0
804,MFI Entry,"Force Exit, MACD Exit",42.75247524752475,-1056.0,1305.0
964,"MFI Entry, MACD Entry","MFI Exit, RSI Exit",42.336633663366335,-696.0,564.0
776,"MACD Entry, Keltner Entry","MFI Exit, RSI Exit",40.68316831683168,-427.0,543.0
656,Keltner Entry,TSI Exit,39.495049504950494,-719.0,1162.0
757,"MACD Entry, Keltner Entry","Force Exit, MACD Exit",39.0990099009901,-389.0,1072.0
813,MFI Entry,Keltner Exit,37.851485148514854,-621.0,534.0
615,Keltner Entry,"Force Exit, Keltner Exit",37.28712871287129,-815.0,1298.0
1,Bollinger Entry,Force Exit,37.07920792079208,-419.0,1039.0
982,"MFI Entry, MACD Entry",RSI Exit,37.06930693069307,-513.0,378.0
209,"Force Entry, MACD Entry","MFI Exit, MACD Exit",36.693069306930695,-263.0,459.0
231,"Force Entry, MACD Entry","RSI Exit, Bollinger Exit",36.257425742574256,-401.0,333.0
230,"Force Entry, MACD Entry",RSI Exit,35.92079207920792,-211.0,376.0
89,Force Entry,RSI Exit,35.7029702970297,-532.0,536.0
2073,TSI Entry,"Force Exit, MACD Exit",34.21782178217822,-558.0,1339.0
1408,PVO Entry,TSI Exit,33.65346534653465,-337.0,1382.0
2083,TSI Entry,MACD Exit,33.584158415841586,-258.0,880.0
2183,"TSI Entry, Keltner Entry","MFI Exit, MACD Exit",32.83168316831683,-204.0,564.0
955,"MFI Entry, MACD Entry",MACD Exit,32.48514851485149,-479.0,472.0
958,"MFI Entry, MACD Entry",MFI Exit,32.475247524752476,-290.0,424.0
2113,TSI Entry,TSI Exit,32.15841584158416,-374.0,896.0
818,MFI Entry,"MFI Exit, Bollinger Exit",31.584158415841586,-654.0,1117.0
2205,"TSI Entry, Keltner Entry","RSI Exit, Bollinger Exit",31.099009900990097,-145.0,471.0
945,"MFI Entry, MACD Entry","Force Exit, MACD Exit",30.821782178217823,-696.0,1077.0
941,"MFI Entry, MACD Entry",Bollinger Exit,30.564356435643564,-202.0,317.0
2092,TSI Entry,"MFI Exit, RSI Exit",30.514851485148515,-379.0,577.0
985,"MFI Entry, MACD Entry",TSI Exit,29.96039603960396,-586.0,750.0
1387,PVO Entry,"MFI Exit, RSI Exit",29.653465346534652,-575.0,586.0
630,Keltner Entry,"MFI Exit, Bollinger Exit",29.455445544554454,-888.0,2076.0
983,"MFI Entry, MACD Entry","RSI Exit, Bollinger Exit",29.445544554455445,-530.0,477.0
1365,PVO Entry,Force Exit,29.366336633663366,-523.0,1163.0
48,Force Entry,Bollinger Exit,28.91089108910891,-428.0,363.0
1381,PVO Entry,MFI Exit,28.871287128712872,-501.0,614.0
1384,PVO Entry,"MFI Exit, MACD Exit",28.801980198019802,-575.0,1190.0
1405,PVO Entry,RSI Exit,28.643564356435643,-501.0,483.0
90,Force Entry,"RSI Exit, Bollinger Exit",28.584158415841586,-631.0,460.0
2082,TSI Entry,Keltner Exit,28.544554455445546,-360.0,726.0
2086,TSI Entry,MFI Exit,28.495049504950494,-355.0,421.0
183,"Force Entry, Keltner Entry",RSI Exit,28.178217821782177,-366.0,552.0
2204,"TSI Entry, Keltner Entry",RSI Exit,27.673267326732674,-145.0,432.0
2072,TSI Entry,"Force Exit, Keltner Exit",27.485148514851485,-558.0,726.0
961,"MFI Entry, MACD Entry","MFI Exit, MACD Exit",26.396039603960396,-696.0,780.0
206,"Force Entry, MACD Entry",MFI Exit,25.97029702970297,-263.0,431.0
1368,PVO Entry,"Force Exit, MACD Exit",25.752475247524753,-530.0,1216.0
959,"MFI Entry, MACD Entry","MFI Exit, Bollinger Exit",25.752475247524753,-309.0,1363.0
189,"Force Entry, MACD Entry",Bollinger Exit,24.801980198019802,-479.0,313.0
847,"MFI Entry, Bollinger Entry",Bollinger Exit,24.00990099009901,-130.0,460.0
184,"Force Entry, Keltner Entry","RSI Exit, Bollinger Exit",23.821782178217823,-366.0,536.0
2176,"TSI Entry, Keltner Entry",Keltner Exit,23.683168316831683,-206.0,669.0
1970,RSI Entry,"RSI Exit, Bollinger Exit",23.217821782178216,-581.0,617.0
2069,TSI Entry,Bollinger Exit,23.128712871287128,-390.0,352.0
1975,"RSI Entry, Bollinger Entry",Bollinger Exit,23.099009900990097,-473.0,343.0
2180,"TSI Entry, Keltner Entry",MFI Exit,22.792079207920793,-204.0,397.0
1082,"MFI Entry, RSI Entry",Bollinger Exit,22.683168316831683,-402.0,356.0
1969,RSI Entry,RSI Exit,22.663366336633665,-581.0,371.0
65,Force Entry,MFI Exit,22.643564356435643,-411.0,425.0
190,"Force Entry, MACD Entry",Force Exit,22.584158415841586,-280.0,708.0
325,"Force Entry, MACD Entry, Keltner Entry","RSI Exit, Bollinger Exit",22.514851485148515,-235.0,445.0
2079,TSI Entry,"Force Exit, TSI Exit",22.178217821782177,-558.0,825.0
1378,PVO Entry,MACD Exit,21.801980198019802,-303.0,835.0
2177,"TSI Entry, Keltner Entry",MACD Exit,21.564356435643564,-127.0,445.0
193,"Force Entry, MACD Entry","Force Exit, MACD Exit",21.396039603960396,-295.0,493.0
954,"MFI Entry, MACD Entry",Keltner Exit,21.386138613861387,-489.0,459.0
1478,"PVO Entry, Keltner Entry","MFI Exit, MACD Exit",20.95049504950495,-233.0,1000.0
816,MFI Entry,"MACD Exit, Keltner Exit",20.792079207920793,-787.0,731.0
889,"MFI Entry, Bollinger Entry","RSI Exit, Bollinger Exit",20.683168316831683,-232.0,478.0
801,MFI Entry,Force Exit,20.445544554455445,-1052.0,662.0
1951,RSI Entry,"MFI Exit, RSI Exit",20.128712871287128,-905.0,617.0
1807,"PVO Entry, TSI Entry","MFI Exit, MACD Exit",19.85148514851485,-213.0,967.0
957,"MFI Entry, MACD Entry","MACD Exit, Keltner Exit",19.742574257425744,-604.0,687.0
888,"MFI Entry, Bollinger Entry",RSI Exit,19.742574257425744,-222.0,511.0
212,"Force Entry, MACD Entry","MFI Exit, RSI Exit",19.702970297029704,-401.0,333.0
162,"Force Entry, Keltner Entry","MFI Exit, MACD Exit",19.415841584158414,-366.0,473.0
585,"Force Entry, TSI Entry, Keltner Entry","MFI Exit, MACD Exit",19.247524752475247,-120.0,408.0
203,"Force Entry, MACD Entry",MACD Exit,19.198019801980198,-177.0,408.0
1374,PVO Entry,"Force Exit, TSI Exit",19.11881188118812,-575.0,1382.0
491,"Force Entry, TSI Entry","MFI Exit, MACD Exit",18.84158415841584,-258.0,408.0
951,"MFI Entry, MACD Entry","Force Exit, TSI Exit",18.782178217821784,-696.0,1034.0
1502,"PVO Entry, Keltner Entry",TSI Exit,18.77227722772277,-181.0,613.0
142,"Force Entry, Keltner Entry",Bollinger Exit,18.584158415841586,-210.0,306.0
1367,PVO Entry,"Force Exit, Keltner Exit",18.524752475247524,-575.0,1204.0
1945,RSI Entry,MFI Exit,18.465346534653467,-499.0,362.0
2207,"TSI Entry, Keltner Entry",TSI Exit,18.287128712871286,-150.0,678.0
771,"MACD Entry, Keltner Entry","MFI Exit, Bollinger Exit",18.019801980198018,-427.0,940.0
324,"Force Entry, MACD Entry, Keltner Entry",RSI Exit,17.643564356435643,-197.0,423.0
2164,"TSI Entry, Keltner Entry",Force Exit,17.594059405940595,-439.0,661.0
303,"Force Entry, MACD Entry, Keltner Entry","MFI Exit, MACD Exit",17.504950495049506,-263.0,459.0
1619,"PVO Entry, MACD Entry, Keltner Entry","MFI Exit, MACD Exit",16.861386138613863,-157.0,1000.0
1411,"PVO Entry, Bollinger Entry",Bollinger Exit,16.821782178217823,-286.0,360.0
2186,"TSI Entry, Keltner Entry","MFI Exit, RSI Exit",16.613861386138613,-204.0,336.0
1948,RSI Entry,"MFI Exit, MACD Exit",16.396039603960396,-905.0,1740.0
512,"Force Entry, TSI Entry",RSI Exit,16.306930693069308,-255.0,423.0
199,"Force Entry, MACD Entry","Force Exit, TSI Exit",16.277227722772277,-342.0,532.0
1500,"PVO Entry, Keltner Entry","RSI Exit, Bollinger Exit",16.08910891089109,-233.0,358.0
1972,RSI Entry,TSI Exit,15.900990099009901,-342.0,1187.0
1942,RSI Entry,MACD Exit,15.861386138613861,-309.0,513.0
908,"MFI Entry, Keltner Entry",MACD Exit,15.742574257425742,-124.0,328.0
513,"Force Entry, TSI Entry","RSI Exit, Bollinger Exit",15.584158415841584,-324.0,445.0
810,MFI Entry,"Force Exit, TSI Exit",15.415841584158416,-1056.0,788.0
870,"MFI Entry, Bollinger Entry","MFI Exit, RSI Exit",15.405940594059405,-222.0,450.0
1462,"PVO Entry, Keltner Entry","Force Exit, MACD Exit",15.198019801980198,-439.0,1072.0
1481,"PVO Entry, Keltner Entry","MFI Exit, RSI Exit",15.108910891089108,-233.0,445.0
898,"MFI Entry, Keltner Entry","Force Exit, MACD Exit",15.0,-143.0,1072.0
917,"MFI Entry, Keltner Entry","MFI Exit, RSI Exit",14.425742574257425,-215.0,366.0
192,"Force Entry, MACD Entry","Force Exit, Keltner Exit",14.366336633663366,-401.0,708.0
165,"Force Entry, Keltner Entry","MFI Exit, RSI Exit",14.049504950495049,-366.0,333.0
68,Force Entry,"MFI Exit, MACD Exit",13.92079207920792,-516.0,525.0
2167,"TSI Entry, Keltner Entry","Force Exit, MACD Exit",13.772277227722773,-439.0,1072.0
1039,"MFI Entry, MACD Entry, Keltner Entry","Force Exit, MACD Exit",13.742574257425742,-143.0,1072.0
485,"Force Entry, TSI Entry",MACD Exit,13.712871287128714,-182.0,387.0
1058,"MFI Entry, MACD Entry, Keltner Entry","MFI Exit, RSI Exit",13.663366336633663,-215.0,366.0
675,MACD Entry,"MACD Exit, Keltner Exit",13.643564356435643,-611.0,813.0
488,"Force Entry, TSI Entry",MFI Exit,13.584158415841584,-274.0,397.0
471,"Force Entry, TSI Entry",Bollinger Exit,13.524752475247524,-255.0,267.0
864,"MFI Entry, Bollinger Entry",MFI Exit,13.475247524752476,-130.0,374.0
582,"Force Entry, TSI Entry, Keltner Entry",MFI Exit,13.435643564356436,-120.0,397.0
911,"MFI Entry, Keltner Entry",MFI Exit,13.227722772277227,-215.0,329.0
944,"MFI Entry, MACD Entry","Force Exit, Keltner Exit",13.217821782178218,-696.0,868.0
1831,"PVO Entry, TSI Entry",TSI Exit,13.178217821782178,-222.0,892.0
1505,"PVO Entry, MACD Entry",Bollinger Exit,13.148514851485148,-181.0,392.0
2166,"TSI Entry, Keltner Entry","Force Exit, Keltner Exit",13.108910891089108,-439.0,669.0
1049,"MFI Entry, MACD Entry, Keltner Entry",MACD Exit,13.009900990099009,-124.0,328.0
2163,"TSI Entry, Keltner Entry",Bollinger Exit,12.811881188118813,-145.0,233.0
1946,RSI Entry,"MFI Exit, Bollinger Exit",12.762376237623762,-581.0,1521.0
202,"Force Entry, MACD Entry",Keltner Exit,12.722772277227723,-272.0,332.0
803,MFI Entry,"Force Exit, Keltner Exit",12.514851485148515,-1056.0,687.0
1424,"PVO Entry, Bollinger Entry",Keltner Exit,12.336633663366337,-248.0,1204.0
1525,"PVO Entry, MACD Entry","MFI Exit, MACD Exit",12.326732673267326,-258.0,1000.0
861,"MFI Entry, Bollinger Entry",MACD Exit,12.178217821782178,-127.0,221.0
606,"Force Entry, TSI Entry, Keltner Entry",RSI Exit,12.158415841584159,-120.0,423.0
942,"MFI Entry, MACD Entry",Force Exit,11.851485148514852,-696.0,868.0
1052,"MFI Entry, MACD Entry, Keltner Entry",MFI Exit,11.504950495049505,-215.0,329.0
1382,PVO Entry,"MFI Exit, Bollinger Exit",11.386138613861386,-501.0,915.0
935,"MFI Entry, Keltner Entry",RSI Exit,11.277227722772277,-215.0,247.0
1506,"PVO Entry, MACD Entry",Force Exit,11.118811881188119,-165.0,708.0
1455,"PVO Entry, Bollinger Entry",TSI Exit,10.92079207920792,-439.0,1303.0
1646,"PVO Entry, RSI Entry",Bollinger Exit,10.900990099009901,-232.0,362.0
1102,"MFI Entry, RSI Entry","MFI Exit, MACD Exit",10.900990099009901,-927.0,1571.0
24,Bollinger Entry,"MFI Exit, RSI Exit, Bollinger Exit",10.514851485148515,-899.0,1550.0
907,"MFI Entry, Keltner Entry",Keltner Exit,10.495049504950495,-124.0,272.0
769,"MACD Entry, Keltner Entry","MACD Exit, Keltner Exit",10.485148514851485,-335.0,699.0
1468,"PVO Entry, Keltner Entry","Force Exit, TSI Exit",10.475247524752476,-439.0,613.0
1096,"MFI Entry, RSI Entry",MACD Exit,10.465346534653465,-310.0,508.0
607,"Force Entry, TSI Entry, Keltner Entry","RSI Exit, Bollinger Exit",10.386138613861386,-120.0,445.0
1989,"RSI Entry, Bollinger Entry",MACD Exit,10.366336633663366,-327.0,365.0
1123,"MFI Entry, RSI Entry",RSI Exit,10.247524752475247,-402.0,473.0
62,Force Entry,MACD Exit,10.178217821782178,-435.0,493.0
1321,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, MACD Exit",10.01980198019802,-143.0,1072.0
71,Force Entry,"MFI Exit, RSI Exit",10.009900990099009,-631.0,423.0
1788,"PVO Entry, TSI Entry",Force Exit,9.891089108910892,-558.0,1302.0
1499,"PVO Entry, Keltner Entry",RSI Exit,9.821782178217822,-233.0,249.0
1828,"PVO Entry, TSI Entry",RSI Exit,9.683168316831683,-117.0,237.0
283,"Force Entry, MACD Entry, Keltner Entry",Bollinger Exit,9.643564356435643,-157.0,133.0
910,"MFI Entry, Keltner Entry","MACD Exit, Keltner Exit",9.584158415841584,-124.0,435.0
1810,"PVO Entry, TSI Entry","MFI Exit, RSI Exit",9.514851485148515,-242.0,455.0
1076,"MFI Entry, MACD Entry, Keltner Entry",RSI Exit,9.485148514851485,-215.0,247.0
159,"Force Entry, Keltner Entry",MFI Exit,9.425742574257425,-405.0,462.0
1694,"PVO Entry, RSI Entry, Bollinger Entry",Force Exit,9.415841584158416,-122.0,925.0
1431,"PVO Entry, Bollinger Entry","MFI Exit, MACD Exit",9.198019801980198,-440.0,1614.0
1941,RSI Entry,Keltner Exit,9.138613861386139,-316.0,688.0
1048,"MFI Entry, MACD Entry, Keltner Entry",Keltner Exit,9.099009900990099,-124.0,272.0
1643,"PVO Entry, MACD Entry, Keltner Entry",TSI Exit,8.950495049504951,-157.0,571.0
1787,"PVO Entry, TSI Entry",Bollinger Exit,8.831683168316832,-280.0,262.0
1425,"PVO Entry, Bollinger Entry",MACD Exit,8.821782178217822,-342.0,516.0
914,"MFI Entry, Keltner Entry","MFI Exit, MACD Exit",8.762376237623762,-215.0,328.0
1617,"PVO Entry, MACD Entry, Keltner Entry","MFI Exit, Bollinger Exit",8.752475247524753,-157.0,830.0
1476,"PVO Entry, Keltner Entry","MFI Exit, Bollinger Exit",8.693069306930694,-439.0,830.0
1055,"MFI Entry, MACD Entry, Keltner Entry","MFI Exit, MACD Exit",8.633663366336634,-215.0,328.0
894,"MFI Entry, Keltner Entry",Bollinger Exit,8.574257425742575,-124.0,244.0
300,"Force Entry, MACD Entry, Keltner Entry",MFI Exit,8.564356435643564,-263.0,397.0
1452,"PVO Entry, Bollinger Entry",RSI Exit,8.356435643564357,-364.0,511.0
1737,"PVO Entry, RSI Entry, Bollinger Entry",TSI Exit,8.227722772277227,-246.0,1086.0
484,"Force Entry, TSI Entry",Keltner Exit,8.198019801980198,-302.0,349.0
1079,"MFI Entry, MACD Entry, Keltner Entry",TSI Exit,8.099009900990099,-124.0,323.0
1051,"MFI Entry, MACD Entry, Keltner Entry","MACD Exit, Keltner Exit",8.05940594059406,-124.0,435.0
938,"MFI Entry, Keltner Entry",TSI Exit,7.99009900990099,-124.0,323.0
1509,"PVO Entry, MACD Entry","Force Exit, MACD Exit",7.821782178217822,-232.0,1072.0
1519,"PVO Entry, MACD Entry",MACD Exit,7.772277227722772,-158.0,781.0
683,MACD Entry,"MFI Exit, RSI Exit, Bollinger Exit",7.762376237623762,-703.0,1239.0
1690,"PVO Entry, RSI Entry",TSI Exit,7.7227722772277225,-232.0,1187.0
1609,"PVO Entry, MACD Entry, Keltner Entry","Force Exit, TSI Exit",7.663366336633663,-157.0,571.0
588,"Force Entry, TSI Entry, Keltner Entry","MFI Exit, RSI Exit",7.663366336633663,-120.0,254.0
1129,"MFI Entry, RSI Entry, Bollinger Entry",Bollinger Exit,7.643564356435643,-130.0,343.0
1126,"MFI Entry, RSI Entry",TSI Exit,7.623762376237623,-252.0,1051.0
1641,"PVO Entry, MACD Entry, Keltner Entry","RSI Exit, Bollinger Exit",7.6138613861386135,-157.0,279.0
1472,"PVO Entry, Keltner Entry",MACD Exit,7.485148514851486,-267.0,408.0
306,"Force Entry, MACD Entry, Keltner Entry","MFI Exit, RSI Exit",7.435643564356436,-319.0,333.0
578,"Force Entry, TSI Entry, Keltner Entry",Keltner Exit,7.415841584158416,-89.0,225.0
851,"MFI Entry, Bollinger Entry","Force Exit, MACD Exit",7.356435643564357,-232.0,692.0
965,"MFI Entry, MACD Entry","MFI Exit, RSI Exit, Bollinger Exit",7.2772277227722775,-696.0,1363.0
1035,"MFI Entry, MACD Entry, Keltner Entry",Bollinger Exit,7.03960396039604,-124.0,244.0
1377,PVO Entry,Keltner Exit,6.9504950495049505,-310.0,1204.0
897,"MFI Entry, Keltner Entry","Force Exit, Keltner Exit",6.712871287128713,-143.0,290.0
1458,"PVO Entry, Keltner Entry",Bollinger Exit,6.653465346534653,-168.0,189.0
1829,"PVO Entry, TSI Entry","RSI Exit, Bollinger Exit",6.534653465346534,-222.0,215.0
863,"MFI Entry, Bollinger Entry","MACD Exit, Keltner Exit",6.5049504950495045,-127.0,533.0
1412,"PVO Entry, Bollinger Entry",Force Exit,6.356435643564357,-321.0,925.0
895,"MFI Entry, Keltner Entry",Force Exit,6.257425742574258,-143.0,282.0
1099,"MFI Entry, RSI Entry",MFI Exit,6.178217821782178,-402.0,374.0
1124,"MFI Entry, RSI Entry","RSI Exit, Bollinger Exit",6.138613861386139,-402.0,414.0
1045,"MFI Entry, MACD Entry, Keltner Entry","Force Exit, TSI Exit",6.118811881188119,-143.0,323.0
904,"MFI Entry, Keltner Entry","Force Exit, TSI Exit",6.00990099009901,-143.0,323.0
579,"Force Entry, TSI Entry, Keltner Entry",MACD Exit,5.99009900990099,-115.0,198.0
565,"Force Entry, TSI Entry, Keltner Entry",Bollinger Exit,5.96039603960396,-100.0,107.0
1901,"PVO Entry, TSI Entry, Keltner Entry","MFI Exit, MACD Exit",5.881188118811881,-109.0,281.0
1475,"PVO Entry, Keltner Entry",MFI Exit,5.811881188118812,-233.0,259.0
233,"Force Entry, MACD Entry",TSI Exit,5.712871287128713,-344.0,434.0
1894,"PVO Entry, TSI Entry, Keltner Entry",Keltner Exit,5.594059405940594,-65.0,203.0
1361,"MFI Entry, TSI Entry, Keltner Entry",TSI Exit,5.554455445544554,-7.0,323.0
1227,"MFI Entry, TSI Entry","Force Exit, MACD Exit",5.544554455445544,-143.0,1072.0
1693,"PVO Entry, RSI Entry, Bollinger Entry",Bollinger Exit,5.524752475247524,-246.0,343.0
1038,"MFI Entry, MACD Entry, Keltner Entry","Force Exit, Keltner Exit",5.524752475247524,-143.0,290.0
1267,"MFI Entry, TSI Entry",TSI Exit,5.475247524752476,-57.0,323.0
2019,"RSI Entry, Bollinger Entry",TSI Exit,5.455445544554456,-351.0,1086.0
1036,"MFI Entry, MACD Entry, Keltner Entry",Force Exit,5.336633663366337,-143.0,282.0
297,"Force Entry, MACD Entry, Keltner Entry",MACD Exit,5.316831683168317,-169.0,408.0
115,"Force Entry, Bollinger Entry","MFI Exit, MACD Exit",5.0495049504950495,-118.0,312.0
207,"Force Entry, MACD Entry","MFI Exit, Bollinger Exit",5.03960396039604,-401.0,333.0
1100,"MFI Entry, RSI Entry","MFI Exit, Bollinger Exit",5.00990099009901,-402.0,1365.0
936,"MFI Entry, Keltner Entry","RSI Exit, Bollinger Exit",4.97029702970297,-215.0,244.0
1898,"PVO Entry, TSI Entry, Keltner Entry",MFI Exit,4.881188118811881,-109.0,157.0
609,"Force Entry, TSI Entry, Keltner Entry",TSI Exit,4.841584158415841,-89.0,327.0
1904,"PVO Entry, TSI Entry, Keltner Entry","MFI Exit, RSI Exit",4.752475247524752,-109.0,294.0
1233,"MFI Entry, TSI Entry","Force Exit, TSI Exit",4.7227722772277225,-143.0,323.0
1925,"PVO Entry, TSI Entry, Keltner Entry",TSI Exit,4.712871287128713,-84.0,323.0
494,"Force Entry, TSI Entry","MFI Exit, RSI Exit",4.702970297029703,-258.0,254.0
1801,"PVO Entry, TSI Entry",MACD Exit,4.702970297029703,-141.0,387.0
1547,"PVO Entry, MACD Entry","RSI Exit, Bollinger Exit",4.603960396039604,-401.0,284.0
156,"Force Entry, Keltner Entry",MACD Exit,4.485148514851486,-285.0,408.0
1236,"MFI Entry, TSI Entry",Keltner Exit,4.316831683168317,-101.0,296.0
1895,"PVO Entry, TSI Entry, Keltner Entry",MACD Exit,4.306930693069307,-56.0,281.0
1599,"PVO Entry, MACD Entry, Keltner Entry",Bollinger Exit,4.2772277227722775,-157.0,112.0
1459,"PVO Entry, Keltner Entry",Force Exit,4.257425742574258,-439.0,708.0
1327,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, TSI Exit",3.98019801980198,-143.0,323.0
1804,"PVO Entry, TSI Entry",MFI Exit,3.9702970297029703,-145.0,218.0
1603,"PVO Entry, MACD Entry, Keltner Entry","Force Exit, MACD Exit",3.881188118811881,-158.0,1072.0
581,"Force Entry, TSI Entry, Keltner Entry","MACD Exit, Keltner Exit",3.8118811881188117,-102.0,170.0
205,"Force Entry, MACD Entry","MACD Exit, Keltner Exit",3.801980198019802,-401.0,406.0
1897,"PVO Entry, TSI Entry, Keltner Entry","MACD Exit, Keltner Exit",3.702970297029703,-74.0,203.0
1237,"MFI Entry, TSI Entry",MACD Exit,3.5643564356435644,-101.0,281.0
1687,"PVO Entry, RSI Entry",RSI Exit,3.5346534653465347,-276.0,360.0
1664,"PVO Entry, RSI Entry","MFI Exit, Bollinger Exit",3.4158415841584158,-276.0,1521.0
1077,"MFI Entry, MACD Entry, Keltner Entry","RSI Exit, Bollinger Exit",3.4158415841584158,-215.0,244.0
1515,"PVO Entry, MACD Entry","Force Exit, TSI Exit",3.405940594059406,-259.0,571.0
1711,"PVO Entry, RSI Entry, Bollinger Entry","MFI Exit, Bollinger Exit",3.386138613861386,-246.0,1405.0
900,"MFI Entry, Keltner Entry","Force Exit, MACD Exit, Keltner Exit",3.3267326732673266,-143.0,435.0
