,entry_strategies,exit_strategies,profit_mean,profit_min,profit_max
418,"Force Entry, RSI Entry, Bollinger Entry",RSI Exit,0.37362637362637363,0.0,34.0
98,"Force Entry, Bollinger Entry","Force Exit, Keltner Exit",0.37362637362637363,-52.0,49.0
343,"Force Entry, RSI Entry",Keltner Exit,0.3516483516483517,-3.0,38.0
393,"Force Entry, RSI Entry, Bollinger Entry","MACD Exit, Keltner Exit",0.31868131868131866,-1.0,30.0
901,"MFI Entry, Keltner Entry","Force Exit, RSI Exit",0.31868131868131866,-125.0,311.0
419,"Force Entry, RSI Entry, Bollinger Entry","RSI Exit, Bollinger Exit",0.31868131868131866,0.0,29.0
394,"Force Entry, RSI Entry, Bollinger Entry",MFI Exit,0.3076923076923077,-16.0,44.0
1642,"PVO Entry, MACD Entry, Keltner Entry","RSI Exit, Keltner Exit",0.2857142857142857,-122.0,359.0
1608,"PVO Entry, MACD Entry, Keltner Entry","Force Exit, RSI Exit, Keltner Exit",0.2857142857142857,-122.0,359.0
860,"MFI Entry, Bollinger Entry",Keltner Exit,0.2857142857142857,-71.0,115.0
374,"Force Entry, RSI Entry",TSI Exit,0.27472527472527475,-3.0,31.0
2130,"TSI Entry, Bollinger Entry",MACD Exit,0.25274725274725274,-11.0,34.0
2160,"TSI Entry, Bollinger Entry",TSI Exit,0.25274725274725274,-11.0,34.0
1888,"PVO Entry, TSI Entry, Keltner Entry","Force Exit, RSI Exit",0.24175824175824176,-108.0,194.0
397,"Force Entry, RSI Entry, Bollinger Entry","MFI Exit, MACD Exit",0.1978021978021978,-20.0,38.0
109,"Force Entry, Bollinger Entry",MACD Exit,0.1978021978021978,-36.0,53.0
1407,PVO Entry,"RSI Exit, Keltner Exit",0.18681318681318682,-450.0,700.0
356,"Force Entry, RSI Entry","MFI Exit, TSI Exit",0.18681318681318682,0.0,17.0
442,"Force Entry, RSI Entry, Keltner Entry","MFI Exit, Bollinger Exit",0.17582417582417584,0.0,16.0
2022,"RSI Entry, Keltner Entry",Bollinger Exit,0.17582417582417584,0.0,16.0
441,"Force Entry, RSI Entry, Keltner Entry",MFI Exit,0.17582417582417584,0.0,16.0
2040,"RSI Entry, Keltner Entry","MFI Exit, Bollinger Exit",0.17582417582417584,0.0,16.0
1740,"PVO Entry, RSI Entry, Keltner Entry",Bollinger Exit,0.17582417582417584,0.0,16.0
2039,"RSI Entry, Keltner Entry",MFI Exit,0.17582417582417584,0.0,16.0
424,"Force Entry, RSI Entry, Keltner Entry",Bollinger Exit,0.17582417582417584,0.0,16.0
1757,"PVO Entry, RSI Entry, Keltner Entry",MFI Exit,0.17582417582417584,0.0,16.0
1758,"PVO Entry, RSI Entry, Keltner Entry","MFI Exit, Bollinger Exit",0.17582417582417584,0.0,16.0
1118,"MFI Entry, RSI Entry","PVO Exit, RSI Exit, Bollinger Exit",0.16483516483516483,-114.0,436.0
1112,"MFI Entry, RSI Entry","PVO Exit, Bollinger Exit",0.16483516483516483,-114.0,436.0
99,"Force Entry, Bollinger Entry","Force Exit, MACD Exit",0.15384615384615385,-109.0,121.0
1943,RSI Entry,"MACD Exit, Bollinger Exit",0.14285714285714285,-305.0,372.0
1173,"MFI Entry, RSI Entry, Bollinger Entry",TSI Exit,0.12087912087912088,-108.0,134.0
111,"Force Entry, Bollinger Entry","MACD Exit, Keltner Exit",0.12087912087912088,-56.0,38.0
105,"Force Entry, Bollinger Entry","Force Exit, TSI Exit",0.08791208791208792,-58.0,73.0
1128,"MFI Entry, RSI Entry","TSI Exit, Keltner Exit",0.08791208791208792,-114.0,250.0
1649,"PVO Entry, RSI Entry","Force Exit, Keltner Exit",0.08791208791208792,-115.0,239.0
1225,"MFI Entry, TSI Entry","Force Exit, Bollinger Exit",0.06593406593406594,-117.0,179.0
1885,"PVO Entry, TSI Entry, Keltner Entry","Force Exit, MACD Exit",0.054945054945054944,-52.0,125.0
578,"Force Entry, TSI Entry, Keltner Entry",Keltner Exit,0.054945054945054944,-80.0,213.0
381,"Force Entry, RSI Entry, Bollinger Entry","Force Exit, MACD Exit",0.02197802197802198,-2.0,4.0
378,"Force Entry, RSI Entry, Bollinger Entry",Force Exit,0.02197802197802198,-2.0,4.0
391,"Force Entry, RSI Entry, Bollinger Entry",MACD Exit,0.02197802197802198,-2.0,4.0
1591,"PVO Entry, MACD Entry, Bollinger Entry","PVO Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
1587,"PVO Entry, MACD Entry, Bollinger Entry","PVO Exit, RSI Exit",0.0,0.0,0.0
1589,"PVO Entry, MACD Entry, Bollinger Entry","PVO Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
1592,"PVO Entry, MACD Entry, Bollinger Entry","PVO Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
1597,"PVO Entry, MACD Entry, Bollinger Entry","TSI Exit, Bollinger Exit",0.0,0.0,0.0
1588,"PVO Entry, MACD Entry, Bollinger Entry","PVO Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
1590,"PVO Entry, MACD Entry, Bollinger Entry","PVO Exit, TSI Exit",0.0,0.0,0.0
1585,"PVO Entry, MACD Entry, Bollinger Entry","PVO Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1586,"PVO Entry, MACD Entry, Bollinger Entry","PVO Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
1573,"PVO Entry, MACD Entry, Bollinger Entry","MFI Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1584,"PVO Entry, MACD Entry, Bollinger Entry","PVO Exit, MACD Exit",0.0,0.0,0.0
1583,"PVO Entry, MACD Entry, Bollinger Entry","PVO Exit, Keltner Exit",0.0,0.0,0.0
1582,"PVO Entry, MACD Entry, Bollinger Entry","PVO Exit, Bollinger Exit",0.0,0.0,0.0
1598,"PVO Entry, MACD Entry, Bollinger Entry","TSI Exit, Keltner Exit",0.0,0.0,0.0
1580,"PVO Entry, MACD Entry, Bollinger Entry","MFI Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
1579,"PVO Entry, MACD Entry, Bollinger Entry","MFI Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
1578,"PVO Entry, MACD Entry, Bollinger Entry","MFI Exit, TSI Exit",0.0,0.0,0.0
1571,"PVO Entry, MACD Entry, Bollinger Entry","MFI Exit, Keltner Exit",0.0,0.0,0.0
1577,"PVO Entry, MACD Entry, Bollinger Entry","MFI Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
1574,"PVO Entry, MACD Entry, Bollinger Entry","MFI Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
1595,"PVO Entry, MACD Entry, Bollinger Entry","RSI Exit, Keltner Exit",0.0,0.0,0.0
1581,"PVO Entry, MACD Entry, Bollinger Entry",PVO Exit,0.0,0.0,0.0
257,"Force Entry, MACD Entry, Bollinger Entry","MFI Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1564,"PVO Entry, MACD Entry, Bollinger Entry","Force Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
1213,"MFI Entry, RSI Entry, Keltner Entry","PVO Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
1275,"MFI Entry, TSI Entry, Bollinger Entry","Force Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1274,"MFI Entry, TSI Entry, Bollinger Entry","Force Exit, MACD Exit",0.0,0.0,0.0
1273,"MFI Entry, TSI Entry, Bollinger Entry","Force Exit, Keltner Exit",0.0,0.0,0.0
1272,"MFI Entry, TSI Entry, Bollinger Entry","Force Exit, Bollinger Exit",0.0,0.0,0.0
1271,"MFI Entry, TSI Entry, Bollinger Entry",Force Exit,0.0,0.0,0.0
1270,"MFI Entry, TSI Entry, Bollinger Entry",Bollinger Exit,0.0,0.0,0.0
258,"Force Entry, MACD Entry, Bollinger Entry","MFI Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
1222,"MFI Entry, RSI Entry, Keltner Entry","TSI Exit, Keltner Exit",0.0,0.0,0.0
1221,"MFI Entry, RSI Entry, Keltner Entry","TSI Exit, Bollinger Exit",0.0,0.0,0.0
1220,"MFI Entry, RSI Entry, Keltner Entry",TSI Exit,0.0,0.0,0.0
1219,"MFI Entry, RSI Entry, Keltner Entry","RSI Exit, Keltner Exit",0.0,0.0,0.0
1218,"MFI Entry, RSI Entry, Keltner Entry","RSI Exit, Bollinger Exit",0.0,0.0,0.0
1217,"MFI Entry, RSI Entry, Keltner Entry",RSI Exit,0.0,0.0,0.0
1216,"MFI Entry, RSI Entry, Keltner Entry","PVO Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
1215,"MFI Entry, RSI Entry, Keltner Entry","PVO Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
1276,"MFI Entry, TSI Entry, Bollinger Entry","Force Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
1277,"MFI Entry, TSI Entry, Bollinger Entry","Force Exit, RSI Exit",0.0,0.0,0.0
1278,"MFI Entry, TSI Entry, Bollinger Entry","Force Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
1287,"MFI Entry, TSI Entry, Bollinger Entry",MFI Exit,0.0,0.0,0.0
1293,"MFI Entry, TSI Entry, Bollinger Entry","MFI Exit, RSI Exit",0.0,0.0,0.0
1292,"MFI Entry, TSI Entry, Bollinger Entry","MFI Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
1291,"MFI Entry, TSI Entry, Bollinger Entry","MFI Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1290,"MFI Entry, TSI Entry, Bollinger Entry","MFI Exit, MACD Exit",0.0,0.0,0.0
1289,"MFI Entry, TSI Entry, Bollinger Entry","MFI Exit, Keltner Exit",0.0,0.0,0.0
1288,"MFI Entry, TSI Entry, Bollinger Entry","MFI Exit, Bollinger Exit",0.0,0.0,0.0
1286,"MFI Entry, TSI Entry, Bollinger Entry","MACD Exit, Keltner Exit",0.0,0.0,0.0
1279,"MFI Entry, TSI Entry, Bollinger Entry","Force Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
1285,"MFI Entry, TSI Entry, Bollinger Entry","MACD Exit, Bollinger Exit",0.0,0.0,0.0
1284,"MFI Entry, TSI Entry, Bollinger Entry",MACD Exit,0.0,0.0,0.0
1283,"MFI Entry, TSI Entry, Bollinger Entry",Keltner Exit,0.0,0.0,0.0
1282,"MFI Entry, TSI Entry, Bollinger Entry","Force Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
1281,"MFI Entry, TSI Entry, Bollinger Entry","Force Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
1280,"MFI Entry, TSI Entry, Bollinger Entry","Force Exit, TSI Exit",0.0,0.0,0.0
1214,"MFI Entry, RSI Entry, Keltner Entry","PVO Exit, TSI Exit",0.0,0.0,0.0
1212,"MFI Entry, RSI Entry, Keltner Entry","PVO Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
1295,"MFI Entry, TSI Entry, Bollinger Entry","MFI Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
1211,"MFI Entry, RSI Entry, Keltner Entry","PVO Exit, RSI Exit",0.0,0.0,0.0
1183,"MFI Entry, RSI Entry, Keltner Entry","Force Exit, RSI Exit",0.0,0.0,0.0
1184,"MFI Entry, RSI Entry, Keltner Entry","Force Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
1185,"MFI Entry, RSI Entry, Keltner Entry","Force Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
1186,"MFI Entry, RSI Entry, Keltner Entry","Force Exit, TSI Exit",0.0,0.0,0.0
1187,"MFI Entry, RSI Entry, Keltner Entry","Force Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
1188,"MFI Entry, RSI Entry, Keltner Entry","Force Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
1189,"MFI Entry, RSI Entry, Keltner Entry",Keltner Exit,0.0,0.0,0.0
1190,"MFI Entry, RSI Entry, Keltner Entry",MACD Exit,0.0,0.0,0.0
1191,"MFI Entry, RSI Entry, Keltner Entry","MACD Exit, Bollinger Exit",0.0,0.0,0.0
1192,"MFI Entry, RSI Entry, Keltner Entry","MACD Exit, Keltner Exit",0.0,0.0,0.0
1193,"MFI Entry, RSI Entry, Keltner Entry",MFI Exit,0.0,0.0,0.0
1194,"MFI Entry, RSI Entry, Keltner Entry","MFI Exit, Bollinger Exit",0.0,0.0,0.0
1195,"MFI Entry, RSI Entry, Keltner Entry","MFI Exit, Keltner Exit",0.0,0.0,0.0
1196,"MFI Entry, RSI Entry, Keltner Entry","MFI Exit, MACD Exit",0.0,0.0,0.0
1197,"MFI Entry, RSI Entry, Keltner Entry","MFI Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1182,"MFI Entry, RSI Entry, Keltner Entry","Force Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
1181,"MFI Entry, RSI Entry, Keltner Entry","Force Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1180,"MFI Entry, RSI Entry, Keltner Entry","Force Exit, MACD Exit",0.0,0.0,0.0
1204,"MFI Entry, RSI Entry, Keltner Entry","MFI Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
1210,"MFI Entry, RSI Entry, Keltner Entry","PVO Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
1209,"MFI Entry, RSI Entry, Keltner Entry","PVO Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1208,"MFI Entry, RSI Entry, Keltner Entry","PVO Exit, MACD Exit",0.0,0.0,0.0
1207,"MFI Entry, RSI Entry, Keltner Entry","PVO Exit, Keltner Exit",0.0,0.0,0.0
1206,"MFI Entry, RSI Entry, Keltner Entry","PVO Exit, Bollinger Exit",0.0,0.0,0.0
1205,"MFI Entry, RSI Entry, Keltner Entry",PVO Exit,0.0,0.0,0.0
1203,"MFI Entry, RSI Entry, Keltner Entry","MFI Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
1179,"MFI Entry, RSI Entry, Keltner Entry","Force Exit, Keltner Exit",0.0,0.0,0.0
1202,"MFI Entry, RSI Entry, Keltner Entry","MFI Exit, TSI Exit",0.0,0.0,0.0
1201,"MFI Entry, RSI Entry, Keltner Entry","MFI Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
1200,"MFI Entry, RSI Entry, Keltner Entry","MFI Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
1176,"MFI Entry, RSI Entry, Keltner Entry",Bollinger Exit,0.0,0.0,0.0
1177,"MFI Entry, RSI Entry, Keltner Entry",Force Exit,0.0,0.0,0.0
1178,"MFI Entry, RSI Entry, Keltner Entry","Force Exit, Bollinger Exit",0.0,0.0,0.0
1294,"MFI Entry, TSI Entry, Bollinger Entry","MFI Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
1296,"MFI Entry, TSI Entry, Bollinger Entry","MFI Exit, TSI Exit",0.0,0.0,0.0
1563,"PVO Entry, MACD Entry, Bollinger Entry","Force Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
1018,"MFI Entry, MACD Entry, Bollinger Entry","PVO Exit, Bollinger Exit",0.0,0.0,0.0
1002,"MFI Entry, MACD Entry, Bollinger Entry",MACD Exit,0.0,0.0,0.0
1003,"MFI Entry, MACD Entry, Bollinger Entry","MACD Exit, Bollinger Exit",0.0,0.0,0.0
1004,"MFI Entry, MACD Entry, Bollinger Entry","MACD Exit, Keltner Exit",0.0,0.0,0.0
1005,"MFI Entry, MACD Entry, Bollinger Entry",MFI Exit,0.0,0.0,0.0
1006,"MFI Entry, MACD Entry, Bollinger Entry","MFI Exit, Bollinger Exit",0.0,0.0,0.0
1007,"MFI Entry, MACD Entry, Bollinger Entry","MFI Exit, Keltner Exit",0.0,0.0,0.0
1008,"MFI Entry, MACD Entry, Bollinger Entry","MFI Exit, MACD Exit",0.0,0.0,0.0
1009,"MFI Entry, MACD Entry, Bollinger Entry","MFI Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1010,"MFI Entry, MACD Entry, Bollinger Entry","MFI Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
1011,"MFI Entry, MACD Entry, Bollinger Entry","MFI Exit, RSI Exit",0.0,0.0,0.0
1012,"MFI Entry, MACD Entry, Bollinger Entry","MFI Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
1013,"MFI Entry, MACD Entry, Bollinger Entry","MFI Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
1014,"MFI Entry, MACD Entry, Bollinger Entry","MFI Exit, TSI Exit",0.0,0.0,0.0
1015,"MFI Entry, MACD Entry, Bollinger Entry","MFI Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
1016,"MFI Entry, MACD Entry, Bollinger Entry","MFI Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
1001,"MFI Entry, MACD Entry, Bollinger Entry",Keltner Exit,0.0,0.0,0.0
1000,"MFI Entry, MACD Entry, Bollinger Entry","Force Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
999,"MFI Entry, MACD Entry, Bollinger Entry","Force Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
989,"MFI Entry, MACD Entry, Bollinger Entry",Force Exit,0.0,0.0,0.0
1561,"PVO Entry, MACD Entry, Bollinger Entry","Force Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
1560,"PVO Entry, MACD Entry, Bollinger Entry","Force Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
1559,"PVO Entry, MACD Entry, Bollinger Entry","Force Exit, RSI Exit",0.0,0.0,0.0
1557,"PVO Entry, MACD Entry, Bollinger Entry","Force Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1554,"PVO Entry, MACD Entry, Bollinger Entry","Force Exit, Bollinger Exit",0.0,0.0,0.0
988,"MFI Entry, MACD Entry, Bollinger Entry",Bollinger Exit,0.0,0.0,0.0
991,"MFI Entry, MACD Entry, Bollinger Entry","Force Exit, Keltner Exit",0.0,0.0,0.0
998,"MFI Entry, MACD Entry, Bollinger Entry","Force Exit, TSI Exit",0.0,0.0,0.0
992,"MFI Entry, MACD Entry, Bollinger Entry","Force Exit, MACD Exit",0.0,0.0,0.0
993,"MFI Entry, MACD Entry, Bollinger Entry","Force Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
994,"MFI Entry, MACD Entry, Bollinger Entry","Force Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
995,"MFI Entry, MACD Entry, Bollinger Entry","Force Exit, RSI Exit",0.0,0.0,0.0
996,"MFI Entry, MACD Entry, Bollinger Entry","Force Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
997,"MFI Entry, MACD Entry, Bollinger Entry","Force Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
1017,"MFI Entry, MACD Entry, Bollinger Entry",PVO Exit,0.0,0.0,0.0
1019,"MFI Entry, MACD Entry, Bollinger Entry","PVO Exit, Keltner Exit",0.0,0.0,0.0
1297,"MFI Entry, TSI Entry, Bollinger Entry","MFI Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
1020,"MFI Entry, MACD Entry, Bollinger Entry","PVO Exit, MACD Exit",0.0,0.0,0.0
1312,"MFI Entry, TSI Entry, Bollinger Entry","RSI Exit, Bollinger Exit",0.0,0.0,0.0
1311,"MFI Entry, TSI Entry, Bollinger Entry",RSI Exit,0.0,0.0,0.0
1310,"MFI Entry, TSI Entry, Bollinger Entry","PVO Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
1309,"MFI Entry, TSI Entry, Bollinger Entry","PVO Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
1308,"MFI Entry, TSI Entry, Bollinger Entry","PVO Exit, TSI Exit",0.0,0.0,0.0
1307,"MFI Entry, TSI Entry, Bollinger Entry","PVO Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
1306,"MFI Entry, TSI Entry, Bollinger Entry","PVO Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
1305,"MFI Entry, TSI Entry, Bollinger Entry","PVO Exit, RSI Exit",0.0,0.0,0.0
1304,"MFI Entry, TSI Entry, Bollinger Entry","PVO Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
1303,"MFI Entry, TSI Entry, Bollinger Entry","PVO Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1302,"MFI Entry, TSI Entry, Bollinger Entry","PVO Exit, MACD Exit",0.0,0.0,0.0
1301,"MFI Entry, TSI Entry, Bollinger Entry","PVO Exit, Keltner Exit",0.0,0.0,0.0
1300,"MFI Entry, TSI Entry, Bollinger Entry","PVO Exit, Bollinger Exit",0.0,0.0,0.0
1299,"MFI Entry, TSI Entry, Bollinger Entry",PVO Exit,0.0,0.0,0.0
1298,"MFI Entry, TSI Entry, Bollinger Entry","MFI Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
1313,"MFI Entry, TSI Entry, Bollinger Entry","RSI Exit, Keltner Exit",0.0,0.0,0.0
1314,"MFI Entry, TSI Entry, Bollinger Entry",TSI Exit,0.0,0.0,0.0
1315,"MFI Entry, TSI Entry, Bollinger Entry","TSI Exit, Bollinger Exit",0.0,0.0,0.0
1027,"MFI Entry, MACD Entry, Bollinger Entry","PVO Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
1021,"MFI Entry, MACD Entry, Bollinger Entry","PVO Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1022,"MFI Entry, MACD Entry, Bollinger Entry","PVO Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
1023,"MFI Entry, MACD Entry, Bollinger Entry","PVO Exit, RSI Exit",0.0,0.0,0.0
1024,"MFI Entry, MACD Entry, Bollinger Entry","PVO Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
1025,"MFI Entry, MACD Entry, Bollinger Entry","PVO Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
1026,"MFI Entry, MACD Entry, Bollinger Entry","PVO Exit, TSI Exit",0.0,0.0,0.0
1028,"MFI Entry, MACD Entry, Bollinger Entry","PVO Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
1316,"MFI Entry, TSI Entry, Bollinger Entry","TSI Exit, Keltner Exit",0.0,0.0,0.0
1029,"MFI Entry, MACD Entry, Bollinger Entry",RSI Exit,0.0,0.0,0.0
1030,"MFI Entry, MACD Entry, Bollinger Entry","RSI Exit, Bollinger Exit",0.0,0.0,0.0
1031,"MFI Entry, MACD Entry, Bollinger Entry","RSI Exit, Keltner Exit",0.0,0.0,0.0
1032,"MFI Entry, MACD Entry, Bollinger Entry",TSI Exit,0.0,0.0,0.0
1033,"MFI Entry, MACD Entry, Bollinger Entry","TSI Exit, Bollinger Exit",0.0,0.0,0.0
1034,"MFI Entry, MACD Entry, Bollinger Entry","TSI Exit, Keltner Exit",0.0,0.0,0.0
990,"MFI Entry, MACD Entry, Bollinger Entry","Force Exit, Bollinger Exit",0.0,0.0,0.0
1839,"PVO Entry, TSI Entry, Bollinger Entry","Force Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
1741,"PVO Entry, RSI Entry, Keltner Entry",Force Exit,0.0,0.0,0.0
439,"Force Entry, RSI Entry, Keltner Entry","MACD Exit, Bollinger Exit",0.0,0.0,0.0
430,"Force Entry, RSI Entry, Keltner Entry","Force Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
431,"Force Entry, RSI Entry, Keltner Entry","Force Exit, RSI Exit",0.0,0.0,0.0
432,"Force Entry, RSI Entry, Keltner Entry","Force Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
433,"Force Entry, RSI Entry, Keltner Entry","Force Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
434,"Force Entry, RSI Entry, Keltner Entry","Force Exit, TSI Exit",0.0,0.0,0.0
435,"Force Entry, RSI Entry, Keltner Entry","Force Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
436,"Force Entry, RSI Entry, Keltner Entry","Force Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
437,"Force Entry, RSI Entry, Keltner Entry",Keltner Exit,0.0,0.0,0.0
438,"Force Entry, RSI Entry, Keltner Entry",MACD Exit,0.0,0.0,0.0
440,"Force Entry, RSI Entry, Keltner Entry","MACD Exit, Keltner Exit",0.0,0.0,0.0
401,"Force Entry, RSI Entry, Bollinger Entry","MFI Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
443,"Force Entry, RSI Entry, Keltner Entry","MFI Exit, Keltner Exit",0.0,0.0,0.0
444,"Force Entry, RSI Entry, Keltner Entry","MFI Exit, MACD Exit",0.0,0.0,0.0
445,"Force Entry, RSI Entry, Keltner Entry","MFI Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
446,"Force Entry, RSI Entry, Keltner Entry","MFI Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
447,"Force Entry, RSI Entry, Keltner Entry","MFI Exit, RSI Exit",0.0,0.0,0.0
448,"Force Entry, RSI Entry, Keltner Entry","MFI Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
449,"Force Entry, RSI Entry, Keltner Entry","MFI Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
450,"Force Entry, RSI Entry, Keltner Entry","MFI Exit, TSI Exit",0.0,0.0,0.0
451,"Force Entry, RSI Entry, Keltner Entry","MFI Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
429,"Force Entry, RSI Entry, Keltner Entry","Force Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
428,"Force Entry, RSI Entry, Keltner Entry","Force Exit, MACD Exit",0.0,0.0,0.0
427,"Force Entry, RSI Entry, Keltner Entry","Force Exit, Keltner Exit",0.0,0.0,0.0
426,"Force Entry, RSI Entry, Keltner Entry","Force Exit, Bollinger Exit",0.0,0.0,0.0
404,"Force Entry, RSI Entry, Bollinger Entry","MFI Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
405,"Force Entry, RSI Entry, Bollinger Entry","MFI Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
406,"Force Entry, RSI Entry, Bollinger Entry",PVO Exit,0.0,0.0,0.0
407,"Force Entry, RSI Entry, Bollinger Entry","PVO Exit, Bollinger Exit",0.0,0.0,0.0
408,"Force Entry, RSI Entry, Bollinger Entry","PVO Exit, Keltner Exit",0.0,0.0,0.0
409,"Force Entry, RSI Entry, Bollinger Entry","PVO Exit, MACD Exit",0.0,0.0,0.0
410,"Force Entry, RSI Entry, Bollinger Entry","PVO Exit, MACD Exit, Bollinger Exit",0.0,0.0,0.0
411,"Force Entry, RSI Entry, Bollinger Entry","PVO Exit, MACD Exit, Keltner Exit",0.0,0.0,0.0
412,"Force Entry, RSI Entry, Bollinger Entry","PVO Exit, RSI Exit",0.0,0.0,0.0
413,"Force Entry, RSI Entry, Bollinger Entry","PVO Exit, RSI Exit, Bollinger Exit",0.0,0.0,0.0
414,"Force Entry, RSI Entry, Bollinger Entry","PVO Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
415,"Force Entry, RSI Entry, Bollinger Entry","PVO Exit, TSI Exit",0.0,0.0,0.0
416,"Force Entry, RSI Entry, Bollinger Entry","PVO Exit, TSI Exit, Bollinger Exit",0.0,0.0,0.0
417,"Force Entry, RSI Entry, Bollinger Entry","PVO Exit, TSI Exit, Keltner Exit",0.0,0.0,0.0
420,"Force Entry, RSI Entry, Bollinger Entry","RSI Exit, Keltner Exit",0.0,0.0,0.0
2142,"TSI Entry, Bollinger Entry","MFI Exit, TSI Exit",0.0,0.0,0.0
422,"Force Entry, RSI Entry, Bollinger Entry","TSI Exit, Bollinger Exit",0.0,0.0,0.0
2141,"TSI Entry, Bollinger Entry","MFI Exit, RSI Exit, Keltner Exit",0.0,0.0,0.0
