,entry_strategies,exit_strategies,profit_mean,profit_min,profit_max
1054,"MFI Entry, MACD Entry, Keltner Entry","MFI Exit, Keltner Exit",-0.054945054945054944,-124.0,377.0
1057,"MFI Entry, MACD Entry, Keltner Entry","MFI Exit, MACD Exit, Keltner Exit",-0.054945054945054944,-124.0,377.0
376,"Force Entry, RSI Entry","TSI Exit, Keltner Exit",-0.054945054945054944,-3.0,0.0
477,"Force Entry, TSI Entry","Force Exit, MACD Exit, Keltner Exit",-0.07692307692307693,-116.0,186.0
403,"Force Entry, RSI Entry, Bollinger Entry","MFI Exit, TSI Exit",-0.0989010989010989,-9.0,0.0
1059,"MFI Entry, MACD Entry, Keltner Entry","MFI Exit, RSI Exit, Bollinger Exit",-0.10989010989010989,-124.0,191.0
1848,"PVO Entry, TSI Entry, Bollinger Entry",MACD Exit,-0.12087912087912088,-11.0,0.0
2126,"TSI Entry, Bollinger Entry","Force Exit, TSI Exit",-0.12087912087912088,-11.0,0.0
1835,"PVO Entry, TSI Entry, Bollinger Entry",Force Exit,-0.12087912087912088,-11.0,0.0
2120,"TSI Entry, Bollinger Entry","Force Exit, MACD Exit",-0.12087912087912088,-11.0,0.0
1838,"PVO Entry, TSI Entry, Bollinger Entry","Force Exit, MACD Exit",-0.12087912087912088,-11.0,0.0
1089,"MFI Entry, RSI Entry","Force Exit, RSI Exit",-0.12087912087912088,-114.0,330.0
2117,"TSI Entry, Bollinger Entry",Force Exit,-0.12087912087912088,-11.0,0.0
1844,"PVO Entry, TSI Entry, Bollinger Entry","Force Exit, TSI Exit",-0.12087912087912088,-11.0,0.0
1878,"PVO Entry, TSI Entry, Bollinger Entry",TSI Exit,-0.12087912087912088,-11.0,0.0
584,"Force Entry, TSI Entry, Keltner Entry","MFI Exit, Keltner Exit",-0.14285714285714285,-126.0,213.0
124,"Force Entry, Bollinger Entry",PVO Exit,-0.1978021978021978,-18.0,0.0
130,"Force Entry, Bollinger Entry","PVO Exit, RSI Exit",-0.1978021978021978,-18.0,0.0
139,"Force Entry, Bollinger Entry",TSI Exit,-0.1978021978021978,-36.0,73.0
1558,"PVO Entry, MACD Entry, Bollinger Entry","Force Exit, MACD Exit, Keltner Exit",-0.21978021978021978,-20.0,0.0
1088,"MFI Entry, RSI Entry","Force Exit, MACD Exit, Keltner Exit",-0.21978021978021978,-105.0,285.0
1568,"PVO Entry, MACD Entry, Bollinger Entry","MACD Exit, Keltner Exit",-0.21978021978021978,-20.0,0.0
97,"Force Entry, Bollinger Entry","Force Exit, Bollinger Exit",-0.21978021978021978,-20.0,0.0
103,"Force Entry, Bollinger Entry","Force Exit, RSI Exit, Bollinger Exit",-0.21978021978021978,-20.0,0.0
1130,"MFI Entry, RSI Entry, Bollinger Entry",Force Exit,-0.25274725274725274,-44.0,12.0
1051,"MFI Entry, MACD Entry, Keltner Entry","MACD Exit, Keltner Exit",-0.26373626373626374,-102.0,230.0
1373,PVO Entry,"Force Exit, RSI Exit, Keltner Exit",-0.26373626373626374,-450.0,700.0
705,MACD Entry,"TSI Exit, Keltner Exit",-0.27472527472527475,-542.0,541.0
720,"MACD Entry, Bollinger Entry",MACD Exit,-0.2857142857142857,-20.0,34.0
1233,"MFI Entry, TSI Entry","Force Exit, TSI Exit",-0.2967032967032967,-117.0,223.0
1415,"PVO Entry, Bollinger Entry","Force Exit, MACD Exit",-0.31868131868131866,-229.0,715.0
423,"Force Entry, RSI Entry, Bollinger Entry","TSI Exit, Keltner Exit",-0.31868131868131866,-29.0,0.0
421,"Force Entry, RSI Entry, Bollinger Entry",TSI Exit,-0.31868131868131866,-29.0,0.0
594,"Force Entry, TSI Entry, Keltner Entry",PVO Exit,-0.32967032967032966,-126.0,273.0
390,"Force Entry, RSI Entry, Bollinger Entry",Keltner Exit,-0.32967032967032966,-29.0,0.0
1661,"PVO Entry, RSI Entry","MACD Exit, Bollinger Exit",-0.37362637362637363,-115.0,242.0
1241,"MFI Entry, TSI Entry","MFI Exit, Bollinger Exit",-0.38461538461538464,-117.0,108.0
127,"Force Entry, Bollinger Entry","PVO Exit, MACD Exit",-0.3956043956043956,-36.0,0.0
102,"Force Entry, Bollinger Entry","Force Exit, RSI Exit",-0.4065934065934066,-22.0,0.0
1947,RSI Entry,"MFI Exit, Keltner Exit",-0.43956043956043955,-305.0,188.0
1565,"PVO Entry, MACD Entry, Bollinger Entry",Keltner Exit,-0.45054945054945056,-26.0,5.0
1039,"MFI Entry, MACD Entry, Keltner Entry","Force Exit, MACD Exit",-0.46153846153846156,-117.0,255.0
723,"MACD Entry, Bollinger Entry",MFI Exit,-0.4725274725274725,-212.0,160.0
108,"Force Entry, Bollinger Entry",Keltner Exit,-0.4725274725274725,-56.0,38.0
579,"Force Entry, TSI Entry, Keltner Entry",MACD Exit,-0.5054945054945055,-47.0,83.0
2129,"TSI Entry, Bollinger Entry",Keltner Exit,-0.5054945054945055,-46.0,0.0
1236,"MFI Entry, TSI Entry",Keltner Exit,-0.5164835164835165,-60.0,148.0
575,"Force Entry, TSI Entry, Keltner Entry","Force Exit, TSI Exit",-0.5494505494505495,-84.0,140.0
1092,"MFI Entry, RSI Entry","Force Exit, TSI Exit",-0.5714285714285714,-105.0,297.0
1227,"MFI Entry, TSI Entry","Force Exit, MACD Exit",-0.5824175824175825,-117.0,156.0
1556,"PVO Entry, MACD Entry, Bollinger Entry","Force Exit, MACD Exit",-0.5824175824175825,-20.0,5.0
1553,"PVO Entry, MACD Entry, Bollinger Entry",Force Exit,-0.5824175824175825,-20.0,5.0
1566,"PVO Entry, MACD Entry, Bollinger Entry",MACD Exit,-0.5824175824175825,-20.0,5.0
1081,"MFI Entry, MACD Entry, Keltner Entry","TSI Exit, Keltner Exit",-0.6043956043956044,-124.0,345.0
19,Bollinger Entry,"MFI Exit, Keltner Exit",-0.6153846153846154,-364.0,688.0
1611,"PVO Entry, MACD Entry, Keltner Entry","Force Exit, TSI Exit, Keltner Exit",-0.6813186813186813,-124.0,339.0
2185,"TSI Entry, Keltner Entry","MFI Exit, MACD Exit, Keltner Exit",-0.6813186813186813,-128.0,716.0
96,"Force Entry, Bollinger Entry",Force Exit,-0.6813186813186813,-22.0,4.0
1330,"MFI Entry, TSI Entry, Keltner Entry",Keltner Exit,-0.6923076923076923,-62.0,76.0
601,"Force Entry, TSI Entry, Keltner Entry","PVO Exit, RSI Exit, Bollinger Exit",-0.7032967032967034,-126.0,273.0
600,"Force Entry, TSI Entry, Keltner Entry","PVO Exit, RSI Exit",-0.7032967032967034,-126.0,273.0
595,"Force Entry, TSI Entry, Keltner Entry","PVO Exit, Bollinger Exit",-0.7032967032967034,-126.0,273.0
1148,"MFI Entry, RSI Entry, Bollinger Entry","MFI Exit, Keltner Exit",-0.7692307692307693,-108.0,187.0
1151,"MFI Entry, RSI Entry, Bollinger Entry","MFI Exit, MACD Exit, Keltner Exit",-0.7692307692307693,-108.0,187.0
101,"Force Entry, Bollinger Entry","Force Exit, MACD Exit, Keltner Exit",-0.7802197802197802,-109.0,38.0
1601,"PVO Entry, MACD Entry, Keltner Entry","Force Exit, Bollinger Exit",-0.8241758241758241,-122.0,165.0
117,"Force Entry, Bollinger Entry","MFI Exit, MACD Exit, Keltner Exit",-0.9120879120879121,-109.0,26.0
721,"MACD Entry, Bollinger Entry","MACD Exit, Bollinger Exit",-0.9120879120879121,-212.0,282.0
114,"Force Entry, Bollinger Entry","MFI Exit, Keltner Exit",-0.9120879120879121,-109.0,26.0
1891,"PVO Entry, TSI Entry, Keltner Entry","Force Exit, TSI Exit",-0.967032967032967,-62.0,23.0
1816,"PVO Entry, TSI Entry",PVO Exit,-0.978021978021978,-116.0,357.0
1692,"PVO Entry, RSI Entry","TSI Exit, Keltner Exit",-0.989010989010989,-115.0,204.0
569,"Force Entry, TSI Entry, Keltner Entry","Force Exit, MACD Exit",-1.010989010989011,-76.0,125.0
1604,"PVO Entry, MACD Entry, Keltner Entry","Force Exit, MACD Exit, Bollinger Exit",-1.032967032967033,-122.0,165.0
1133,"MFI Entry, RSI Entry, Bollinger Entry","Force Exit, MACD Exit",-1.0769230769230769,-82.0,43.0
706,"MACD Entry, Bollinger Entry",Bollinger Exit,-1.10989010989011,-212.0,82.0
668,MACD Entry,"Force Exit, RSI Exit, Keltner Exit",-1.10989010989011,-542.0,914.0
1887,"PVO Entry, TSI Entry, Keltner Entry","Force Exit, MACD Exit, Keltner Exit",-1.120879120879121,-52.0,14.0
1104,"MFI Entry, RSI Entry","MFI Exit, MACD Exit, Keltner Exit",-1.1318681318681318,-114.0,187.0
1101,"MFI Entry, RSI Entry","MFI Exit, Keltner Exit",-1.1318681318681318,-114.0,187.0
1340,"MFI Entry, TSI Entry, Keltner Entry","MFI Exit, RSI Exit",-1.1428571428571428,-117.0,13.0
1175,"MFI Entry, RSI Entry, Bollinger Entry","TSI Exit, Keltner Exit",-1.164835164835165,-108.0,134.0
133,"Force Entry, Bollinger Entry","PVO Exit, TSI Exit",-1.1978021978021978,-109.0,0.0
100,"Force Entry, Bollinger Entry","Force Exit, MACD Exit, Bollinger Exit",-1.1978021978021978,-109.0,0.0
128,"Force Entry, Bollinger Entry","PVO Exit, MACD Exit, Bollinger Exit",-1.1978021978021978,-109.0,0.0
129,"Force Entry, Bollinger Entry","PVO Exit, MACD Exit, Keltner Exit",-1.1978021978021978,-109.0,0.0
131,"Force Entry, Bollinger Entry","PVO Exit, RSI Exit, Bollinger Exit",-1.1978021978021978,-109.0,0.0
132,"Force Entry, Bollinger Entry","PVO Exit, RSI Exit, Keltner Exit",-1.1978021978021978,-109.0,0.0
123,"Force Entry, Bollinger Entry","MFI Exit, TSI Exit, Keltner Exit",-1.1978021978021978,-109.0,0.0
106,"Force Entry, Bollinger Entry","Force Exit, TSI Exit, Bollinger Exit",-1.1978021978021978,-109.0,0.0
107,"Force Entry, Bollinger Entry","Force Exit, TSI Exit, Keltner Exit",-1.1978021978021978,-109.0,0.0
134,"Force Entry, Bollinger Entry","PVO Exit, TSI Exit, Bollinger Exit",-1.1978021978021978,-109.0,0.0
135,"Force Entry, Bollinger Entry","PVO Exit, TSI Exit, Keltner Exit",-1.1978021978021978,-109.0,0.0
138,"Force Entry, Bollinger Entry","RSI Exit, Keltner Exit",-1.1978021978021978,-109.0,0.0
104,"Force Entry, Bollinger Entry","Force Exit, RSI Exit, Keltner Exit",-1.1978021978021978,-109.0,0.0
120,"Force Entry, Bollinger Entry","MFI Exit, RSI Exit, Keltner Exit",-1.1978021978021978,-109.0,0.0
126,"Force Entry, Bollinger Entry","PVO Exit, Keltner Exit",-1.1978021978021978,-109.0,0.0
116,"Force Entry, Bollinger Entry","MFI Exit, MACD Exit, Bollinger Exit",-1.1978021978021978,-109.0,0.0
110,"Force Entry, Bollinger Entry","MACD Exit, Bollinger Exit",-1.1978021978021978,-109.0,0.0
122,"Force Entry, Bollinger Entry","MFI Exit, TSI Exit, Bollinger Exit",-1.1978021978021978,-109.0,0.0
125,"Force Entry, Bollinger Entry","PVO Exit, Bollinger Exit",-1.1978021978021978,-109.0,0.0
140,"Force Entry, Bollinger Entry","TSI Exit, Bollinger Exit",-1.1978021978021978,-109.0,0.0
1245,"MFI Entry, TSI Entry","MFI Exit, MACD Exit, Keltner Exit",-1.2197802197802199,-117.0,122.0
1242,"MFI Entry, TSI Entry","MFI Exit, Keltner Exit",-1.2197802197802199,-117.0,122.0
1900,"PVO Entry, TSI Entry, Keltner Entry","MFI Exit, Keltner Exit",-1.2417582417582418,-108.0,91.0
1903,"PVO Entry, TSI Entry, Keltner Entry","MFI Exit, MACD Exit, Keltner Exit",-1.2417582417582418,-108.0,91.0
1155,"MFI Entry, RSI Entry, Bollinger Entry","MFI Exit, TSI Exit",-1.2637362637362637,-108.0,192.0
290,"Force Entry, MACD Entry, Keltner Entry","Force Exit, RSI Exit",-1.2857142857142858,-127.0,359.0
854,"MFI Entry, Bollinger Entry","Force Exit, RSI Exit",-1.2967032967032968,-158.0,353.0
121,"Force Entry, Bollinger Entry","MFI Exit, TSI Exit",-1.2967032967032968,-109.0,0.0
1979,"RSI Entry, Bollinger Entry","Force Exit, MACD Exit",-1.3076923076923077,-305.0,409.0
1950,RSI Entry,"MFI Exit, MACD Exit, Keltner Exit",-1.3516483516483517,-305.0,188.0
1410,PVO Entry,"TSI Exit, Keltner Exit",-1.3626373626373627,-450.0,457.0
329,"Force Entry, MACD Entry, Keltner Entry","TSI Exit, Keltner Exit",-1.3626373626373627,-139.0,389.0
1247,"MFI Entry, TSI Entry","MFI Exit, RSI Exit, Bollinger Exit",-1.3736263736263736,-117.0,108.0
1361,"MFI Entry, TSI Entry, Keltner Entry",TSI Exit,-1.4175824175824177,-84.0,23.0
857,"MFI Entry, Bollinger Entry","Force Exit, TSI Exit",-1.4285714285714286,-158.0,311.0
1333,"MFI Entry, TSI Entry, Keltner Entry","MACD Exit, Keltner Exit",-1.5274725274725274,-62.0,0.0
1335,"MFI Entry, TSI Entry, Keltner Entry","MFI Exit, Bollinger Exit",-1.5274725274725274,-117.0,80.0
848,"MFI Entry, Bollinger Entry",Force Exit,-1.5384615384615385,-146.0,89.0
298,"Force Entry, MACD Entry, Keltner Entry","MACD Exit, Bollinger Exit",-1.5604395604395604,-127.0,165.0
1817,"PVO Entry, TSI Entry","PVO Exit, Bollinger Exit",-1.5604395604395604,-116.0,357.0
1739,"PVO Entry, RSI Entry, Bollinger Entry","TSI Exit, Keltner Exit",-1.6043956043956045,-120.0,225.0
1139,"MFI Entry, RSI Entry, Bollinger Entry","Force Exit, TSI Exit",-1.6263736263736264,-108.0,48.0
141,"Force Entry, Bollinger Entry","TSI Exit, Keltner Exit",-1.6483516483516483,-56.0,0.0
1628,"PVO Entry, MACD Entry, Keltner Entry",PVO Exit,-1.6813186813186813,-122.0,155.0
515,"Force Entry, TSI Entry",TSI Exit,-1.6923076923076923,-139.0,165.0
1894,"PVO Entry, TSI Entry, Keltner Entry",Keltner Exit,-1.7032967032967032,-69.0,65.0
1833,"PVO Entry, TSI Entry","TSI Exit, Keltner Exit",-1.7142857142857142,-113.0,135.0
1883,"PVO Entry, TSI Entry, Keltner Entry","Force Exit, Bollinger Exit",-1.7362637362637363,-108.0,66.0
1694,"PVO Entry, RSI Entry, Bollinger Entry",Force Exit,-1.7472527472527473,-120.0,38.0
1239,"MFI Entry, TSI Entry","MACD Exit, Keltner Exit",-1.8131868131868132,-60.0,58.0
302,"Force Entry, MACD Entry, Keltner Entry","MFI Exit, Keltner Exit",-1.8131868131868132,-127.0,240.0
1393,PVO Entry,PVO Exit,-1.8461538461538463,-498.0,473.0
2005,"RSI Entry, Bollinger Entry","PVO Exit, Bollinger Exit",-1.9230769230769231,-305.0,496.0
1629,"PVO Entry, MACD Entry, Keltner Entry","PVO Exit, Bollinger Exit",-1.967032967032967,-122.0,155.0
1324,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, RSI Exit",-1.967032967032967,-117.0,0.0
1321,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, MACD Exit",-1.967032967032967,-117.0,0.0
1323,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, MACD Exit, Keltner Exit",-1.967032967032967,-117.0,0.0
1326,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, RSI Exit, Keltner Exit",-1.967032967032967,-117.0,0.0
1360,"MFI Entry, TSI Entry, Keltner Entry","RSI Exit, Keltner Exit",-1.967032967032967,-117.0,0.0
1132,"MFI Entry, RSI Entry, Bollinger Entry","Force Exit, Keltner Exit",-2.021978021978022,-108.0,42.0
1135,"MFI Entry, RSI Entry, Bollinger Entry","Force Exit, MACD Exit, Keltner Exit",-2.021978021978022,-108.0,43.0
796,"MACD Entry, Keltner Entry","RSI Exit, Keltner Exit",-2.043956043956044,-565.0,760.0
1267,"MFI Entry, TSI Entry",TSI Exit,-2.0549450549450547,-62.0,42.0
571,"Force Entry, TSI Entry, Keltner Entry","Force Exit, MACD Exit, Keltner Exit",-2.076923076923077,-76.0,14.0
1412,"PVO Entry, Bollinger Entry",Force Exit,-2.1758241758241756,-229.0,246.0
161,"Force Entry, Keltner Entry","MFI Exit, Keltner Exit",-2.1758241758241756,-287.0,240.0
481,"Force Entry, TSI Entry","Force Exit, TSI Exit",-2.1868131868131866,-116.0,165.0
1349,"MFI Entry, TSI Entry, Keltner Entry","PVO Exit, MACD Exit",-2.21978021978022,-117.0,0.0
1346,"MFI Entry, TSI Entry, Keltner Entry",PVO Exit,-2.21978021978022,-117.0,0.0
1355,"MFI Entry, TSI Entry, Keltner Entry","PVO Exit, TSI Exit",-2.21978021978022,-117.0,0.0
719,"MACD Entry, Bollinger Entry",Keltner Exit,-2.2527472527472527,-70.0,8.0
1665,"PVO Entry, RSI Entry","MFI Exit, Keltner Exit",-2.2637362637362637,-115.0,155.0
1907,"PVO Entry, TSI Entry, Keltner Entry","MFI Exit, TSI Exit",-2.2747252747252746,-108.0,17.0
1172,"MFI Entry, RSI Entry, Bollinger Entry","RSI Exit, Keltner Exit",-2.340659340659341,-108.0,0.0
1150,"MFI Entry, RSI Entry, Bollinger Entry","MFI Exit, MACD Exit, Bollinger Exit",-2.340659340659341,-108.0,0.0
1167,"MFI Entry, RSI Entry, Bollinger Entry","PVO Exit, TSI Exit",-2.340659340659341,-108.0,0.0
1168,"MFI Entry, RSI Entry, Bollinger Entry","PVO Exit, TSI Exit, Bollinger Exit",-2.340659340659341,-108.0,0.0
1154,"MFI Entry, RSI Entry, Bollinger Entry","MFI Exit, RSI Exit, Keltner Exit",-2.340659340659341,-108.0,0.0
1144,"MFI Entry, RSI Entry, Bollinger Entry","MACD Exit, Bollinger Exit",-2.340659340659341,-108.0,0.0
1169,"MFI Entry, RSI Entry, Bollinger Entry","PVO Exit, TSI Exit, Keltner Exit",-2.340659340659341,-108.0,0.0
1174,"MFI Entry, RSI Entry, Bollinger Entry","TSI Exit, Bollinger Exit",-2.340659340659341,-108.0,0.0
1166,"MFI Entry, RSI Entry, Bollinger Entry","PVO Exit, RSI Exit, Keltner Exit",-2.340659340659341,-108.0,0.0
1140,"MFI Entry, RSI Entry, Bollinger Entry","Force Exit, TSI Exit, Bollinger Exit",-2.340659340659341,-108.0,0.0
1156,"MFI Entry, RSI Entry, Bollinger Entry","MFI Exit, TSI Exit, Bollinger Exit",-2.340659340659341,-108.0,0.0
1138,"MFI Entry, RSI Entry, Bollinger Entry","Force Exit, RSI Exit, Keltner Exit",-2.340659340659341,-108.0,0.0
1164,"MFI Entry, RSI Entry, Bollinger Entry","PVO Exit, RSI Exit",-2.340659340659341,-108.0,0.0
1163,"MFI Entry, RSI Entry, Bollinger Entry","PVO Exit, MACD Exit, Keltner Exit",-2.340659340659341,-108.0,0.0
1162,"MFI Entry, RSI Entry, Bollinger Entry","PVO Exit, MACD Exit, Bollinger Exit",-2.340659340659341,-108.0,0.0
1161,"MFI Entry, RSI Entry, Bollinger Entry","PVO Exit, MACD Exit",-2.340659340659341,-108.0,0.0
1160,"MFI Entry, RSI Entry, Bollinger Entry","PVO Exit, Keltner Exit",-2.340659340659341,-108.0,0.0
1159,"MFI Entry, RSI Entry, Bollinger Entry","PVO Exit, Bollinger Exit",-2.340659340659341,-108.0,0.0
1137,"MFI Entry, RSI Entry, Bollinger Entry","Force Exit, RSI Exit, Bollinger Exit",-2.340659340659341,-108.0,0.0
1134,"MFI Entry, RSI Entry, Bollinger Entry","Force Exit, MACD Exit, Bollinger Exit",-2.340659340659341,-108.0,0.0
1165,"MFI Entry, RSI Entry, Bollinger Entry","PVO Exit, RSI Exit, Bollinger Exit",-2.340659340659341,-108.0,0.0
1919,"PVO Entry, TSI Entry, Keltner Entry","PVO Exit, TSI Exit",-2.3736263736263736,-108.0,0.0
1914,"PVO Entry, TSI Entry, Keltner Entry","PVO Exit, MACD Exit, Bollinger Exit",-2.3736263736263736,-108.0,0.0
1902,"PVO Entry, TSI Entry, Keltner Entry","MFI Exit, MACD Exit, Bollinger Exit",-2.3736263736263736,-108.0,0.0
1906,"PVO Entry, TSI Entry, Keltner Entry","MFI Exit, RSI Exit, Keltner Exit",-2.3736263736263736,-108.0,0.0
1908,"PVO Entry, TSI Entry, Keltner Entry","MFI Exit, TSI Exit, Bollinger Exit",-2.3736263736263736,-108.0,0.0
1909,"PVO Entry, TSI Entry, Keltner Entry","MFI Exit, TSI Exit, Keltner Exit",-2.3736263736263736,-108.0,0.0
1890,"PVO Entry, TSI Entry, Keltner Entry","Force Exit, RSI Exit, Keltner Exit",-2.3736263736263736,-108.0,0.0
1912,"PVO Entry, TSI Entry, Keltner Entry","PVO Exit, Keltner Exit",-2.3736263736263736,-108.0,0.0
1913,"PVO Entry, TSI Entry, Keltner Entry","PVO Exit, MACD Exit",-2.3736263736263736,-108.0,0.0
1915,"PVO Entry, TSI Entry, Keltner Entry","PVO Exit, MACD Exit, Keltner Exit",-2.3736263736263736,-108.0,0.0
1918,"PVO Entry, TSI Entry, Keltner Entry","PVO Exit, RSI Exit, Keltner Exit",-2.3736263736263736,-108.0,0.0
1920,"PVO Entry, TSI Entry, Keltner Entry","PVO Exit, TSI Exit, Bollinger Exit",-2.3736263736263736,-108.0,0.0
1921,"PVO Entry, TSI Entry, Keltner Entry","PVO Exit, TSI Exit, Keltner Exit",-2.3736263736263736,-108.0,0.0
1924,"PVO Entry, TSI Entry, Keltner Entry","RSI Exit, Keltner Exit",-2.3736263736263736,-108.0,0.0
1319,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1322,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, MACD Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1347,"MFI Entry, TSI Entry, Keltner Entry","PVO Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1328,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, TSI Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1348,"MFI Entry, TSI Entry, Keltner Entry","PVO Exit, Keltner Exit",-2.4065934065934065,-117.0,0.0
1325,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, RSI Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1332,"MFI Entry, TSI Entry, Keltner Entry","MACD Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1336,"MFI Entry, TSI Entry, Keltner Entry","MFI Exit, Keltner Exit",-2.4065934065934065,-117.0,0.0
1345,"MFI Entry, TSI Entry, Keltner Entry","MFI Exit, TSI Exit, Keltner Exit",-2.4065934065934065,-117.0,0.0
1350,"MFI Entry, TSI Entry, Keltner Entry","PVO Exit, MACD Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1351,"MFI Entry, TSI Entry, Keltner Entry","PVO Exit, MACD Exit, Keltner Exit",-2.4065934065934065,-117.0,0.0
1352,"MFI Entry, TSI Entry, Keltner Entry","PVO Exit, RSI Exit",-2.4065934065934065,-117.0,0.0
1353,"MFI Entry, TSI Entry, Keltner Entry","PVO Exit, RSI Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1354,"MFI Entry, TSI Entry, Keltner Entry","PVO Exit, RSI Exit, Keltner Exit",-2.4065934065934065,-117.0,0.0
1344,"MFI Entry, TSI Entry, Keltner Entry","MFI Exit, TSI Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1356,"MFI Entry, TSI Entry, Keltner Entry","PVO Exit, TSI Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1357,"MFI Entry, TSI Entry, Keltner Entry","PVO Exit, TSI Exit, Keltner Exit",-2.4065934065934065,-117.0,0.0
1343,"MFI Entry, TSI Entry, Keltner Entry","MFI Exit, TSI Exit",-2.4065934065934065,-117.0,0.0
1342,"MFI Entry, TSI Entry, Keltner Entry","MFI Exit, RSI Exit, Keltner Exit",-2.4065934065934065,-117.0,0.0
1341,"MFI Entry, TSI Entry, Keltner Entry","MFI Exit, RSI Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1339,"MFI Entry, TSI Entry, Keltner Entry","MFI Exit, MACD Exit, Keltner Exit",-2.4065934065934065,-117.0,0.0
1362,"MFI Entry, TSI Entry, Keltner Entry","TSI Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1338,"MFI Entry, TSI Entry, Keltner Entry","MFI Exit, MACD Exit, Bollinger Exit",-2.4065934065934065,-117.0,0.0
1329,"MFI Entry, TSI Entry, Keltner Entry","Force Exit, TSI Exit, Keltner Exit",-2.4065934065934065,-117.0,0.0
1926,"PVO Entry, TSI Entry, Keltner Entry","TSI Exit, Bollinger Exit",-2.4615384615384617,-108.0,19.0
1892,"PVO Entry, TSI Entry, Keltner Entry","Force Exit, TSI Exit, Bollinger Exit",-2.4615384615384617,-108.0,19.0
1893,"PVO Entry, TSI Entry, Keltner Entry","Force Exit, TSI Exit, Keltner Exit",-2.4835164835164836,-108.0,0.0
587,"Force Entry, TSI Entry, Keltner Entry","MFI Exit, MACD Exit, Keltner Exit",-2.4835164835164836,-126.0,14.0
1897,"PVO Entry, TSI Entry, Keltner Entry","MACD Exit, Keltner Exit",-2.4945054945054945,-69.0,24.0
752,"MACD Entry, Bollinger Entry","TSI Exit, Keltner Exit",-2.5054945054945055,-212.0,20.0
853,"MFI Entry, Bollinger Entry","Force Exit, MACD Exit, Keltner Exit",-2.5054945054945055,-158.0,349.0
1141,"MFI Entry, RSI Entry, Bollinger Entry","Force Exit, TSI Exit, Keltner Exit",-2.5274725274725274,-108.0,27.0
1268,"MFI Entry, TSI Entry","TSI Exit, Bollinger Exit",-2.5604395604395602,-117.0,0.0
1244,"MFI Entry, TSI Entry","MFI Exit, MACD Exit, Bollinger Exit",-2.5604395604395602,-117.0,0.0
1251,"MFI Entry, TSI Entry","MFI Exit, TSI Exit, Keltner Exit",-2.5604395604395602,-117.0,0.0
1250,"MFI Entry, TSI Entry","MFI Exit, TSI Exit, Bollinger Exit",-2.5604395604395602,-117.0,0.0
1257,"MFI Entry, TSI Entry","PVO Exit, MACD Exit, Keltner Exit",-2.5604395604395602,-117.0,0.0
1249,"MFI Entry, TSI Entry","MFI Exit, TSI Exit",-2.5604395604395602,-117.0,0.0
1248,"MFI Entry, TSI Entry","MFI Exit, RSI Exit, Keltner Exit",-2.5604395604395602,-117.0,0.0
1256,"MFI Entry, TSI Entry","PVO Exit, MACD Exit, Bollinger Exit",-2.5604395604395602,-117.0,0.0
1234,"MFI Entry, TSI Entry","Force Exit, TSI Exit, Bollinger Exit",-2.5604395604395602,-117.0,0.0
1260,"MFI Entry, TSI Entry","PVO Exit, RSI Exit, Keltner Exit",-2.5604395604395602,-117.0,0.0
1258,"MFI Entry, TSI Entry","PVO Exit, RSI Exit",-2.5604395604395602,-117.0,0.0
1259,"MFI Entry, TSI Entry","PVO Exit, RSI Exit, Bollinger Exit",-2.5604395604395602,-117.0,0.0
1263,"MFI Entry, TSI Entry","PVO Exit, TSI Exit, Keltner Exit",-2.5604395604395602,-117.0,0.0
1238,"MFI Entry, TSI Entry","MACD Exit, Bollinger Exit",-2.5604395604395602,-117.0,0.0
1262,"MFI Entry, TSI Entry","PVO Exit, TSI Exit, Bollinger Exit",-2.5604395604395602,-117.0,0.0
1231,"MFI Entry, TSI Entry","Force Exit, RSI Exit, Bollinger Exit",-2.5604395604395602,-117.0,0.0
1228,"MFI Entry, TSI Entry","Force Exit, MACD Exit, Bollinger Exit",-2.5604395604395602,-117.0,0.0
1253,"MFI Entry, TSI Entry","PVO Exit, Bollinger Exit",-2.5604395604395602,-117.0,0.0
1254,"MFI Entry, TSI Entry","PVO Exit, Keltner Exit",-2.5604395604395602,-117.0,0.0
581,"Force Entry, TSI Entry, Keltner Entry","MACD Exit, Keltner Exit",-2.6483516483516483,-69.0,14.0
