Datetime,Open,High,Low,Close,Adj Close,Volume,Symbol
2022-04-21 04:31:00+00:00,3095.4794921875,3095.4794921875,3095.4794921875,3095.4794921875,3095.4794921875,0,ETH-USD
2022-04-21 04:32:00+00:00,3095.779296875,3095.779296875,3095.779296875,3095.779296875,3095.779296875,583680,ETH-USD
2022-04-21 04:33:00+00:00,3096.057861328125,3096.057861328125,3096.057861328125,3096.057861328125,3096.057861328125,1364992,ETH-USD
2022-04-21 04:34:00+00:00,3096.227294921875,3096.227294921875,3096.227294921875,3096.227294921875,3096.227294921875,9489408,ETH-USD
2022-04-21 04:35:00+00:00,3095.174072265625,3095.174072265625,3095.174072265625,3095.174072265625,3095.174072265625,0,ETH-USD
2022-04-21 04:36:00+00:00,3094.574462890625,3094.574462890625,3094.574462890625,3094.574462890625,3094.574462890625,0,ETH-USD
2022-04-21 04:37:00+00:00,3093.310302734375,3093.310302734375,3093.310302734375,3093.310302734375,3093.310302734375,6124544,ETH-USD
2022-04-21 04:38:00+00:00,3093.087646484375,3093.087646484375,3093.087646484375,3093.087646484375,3093.087646484375,0,ETH-USD
2022-04-21 04:39:00+00:00,3090.0244140625,3090.0244140625,3090.0244140625,3090.0244140625,3090.0244140625,11390976,ETH-USD
2022-04-21 04:40:00+00:00,3086.749267578125,3086.749267578125,3086.749267578125,3086.749267578125,3086.749267578125,47624192,ETH-USD
2022-04-21 04:41:00+00:00,3085.969970703125,3085.969970703125,3085.969970703125,3085.969970703125,3085.969970703125,0,ETH-USD
2022-04-21 04:42:00+00:00,3085.324462890625,3085.324462890625,3085.324462890625,3085.324462890625,3085.324462890625,0,ETH-USD
2022-04-21 04:43:00+00:00,3084.64453125,3084.64453125,3084.64453125,3084.64453125,3084.64453125,113570816,ETH-USD
2022-04-21 04:44:00+00:00,3085.109130859375,3085.109130859375,3085.109130859375,3085.109130859375,3085.109130859375,2213888,ETH-USD
2022-04-21 04:45:00+00:00,3084.935546875,3084.935546875,3084.935546875,3084.935546875,3084.935546875,0,ETH-USD
2022-04-21 04:46:00+00:00,3085.290283203125,3085.290283203125,3085.290283203125,3085.290283203125,3085.290283203125,7992320,ETH-USD
2022-04-21 04:47:00+00:00,3085.471435546875,3085.471435546875,3085.471435546875,3085.471435546875,3085.471435546875,589824,ETH-USD
2022-04-21 04:48:00+00:00,3085.380126953125,3085.380126953125,3085.380126953125,3085.380126953125,3085.380126953125,0,ETH-USD
2022-04-21 04:49:00+00:00,3085.023681640625,3085.023681640625,3085.023681640625,3085.023681640625,3085.023681640625,0,ETH-USD
2022-04-21 04:50:00+00:00,3085.206787109375,3085.206787109375,3085.206787109375,3085.206787109375,3085.206787109375,327680,ETH-USD
2022-04-21 04:51:00+00:00,3084.79248046875,3084.79248046875,3084.79248046875,3084.79248046875,3084.79248046875,0,ETH-USD
2022-04-21 04:52:00+00:00,3085.045166015625,3085.045166015625,3085.045166015625,3085.045166015625,3085.045166015625,0,ETH-USD
2022-04-21 04:53:00+00:00,3084.88720703125,3084.88720703125,3084.88720703125,3084.88720703125,3084.88720703125,0,ETH-USD
2022-04-21 04:54:00+00:00,3084.834228515625,3084.834228515625,3084.834228515625,3084.834228515625,3084.834228515625,535552,ETH-USD
2022-04-21 04:55:00+00:00,3083.997314453125,3083.997314453125,3083.997314453125,3083.997314453125,3083.997314453125,6873088,ETH-USD
2022-04-21 04:56:00+00:00,3084.419189453125,3084.419189453125,3084.419189453125,3084.419189453125,3084.419189453125,2140160,ETH-USD
2022-04-21 04:57:00+00:00,3084.435546875,3084.435546875,3084.435546875,3084.435546875,3084.435546875,121856,ETH-USD
2022-04-21 04:58:00+00:00,3085.846435546875,3085.846435546875,3085.846435546875,3085.846435546875,3085.846435546875,25675776,ETH-USD
2022-04-21 04:59:00+00:00,3086.54248046875,3086.54248046875,3086.54248046875,3086.54248046875,3086.54248046875,5774336,ETH-USD
2022-04-21 05:00:00+00:00,3086.723876953125,3086.723876953125,3086.723876953125,3086.723876953125,3086.723876953125,1203200,ETH-USD
2022-04-21 05:01:00+00:00,3086.56103515625,3086.56103515625,3086.56103515625,3086.56103515625,3086.56103515625,171084800,ETH-USD
2022-04-21 05:02:00+00:00,3086.312255859375,3086.312255859375,3086.312255859375,3086.312255859375,3086.312255859375,0,ETH-USD
2022-04-21 05:03:00+00:00,3085.93212890625,3085.93212890625,3085.93212890625,3085.93212890625,3085.93212890625,0,ETH-USD
2022-04-21 05:04:00+00:00,3085.049072265625,3085.049072265625,3085.049072265625,3085.049072265625,3085.049072265625,0,ETH-USD
2022-04-21 05:05:00+00:00,3084.665771484375,3084.665771484375,3084.665771484375,3084.665771484375,3084.665771484375,0,ETH-USD
2022-04-21 05:06:00+00:00,3084.5927734375,3084.5927734375,3084.5927734375,3084.5927734375,3084.5927734375,704512,ETH-USD
2022-04-21 05:07:00+00:00,3085.21826171875,3085.21826171875,3085.21826171875,3085.21826171875,3085.21826171875,9874432,ETH-USD
2022-04-21 05:08:00+00:00,3085.813232421875,3085.813232421875,3085.813232421875,3085.813232421875,3085.813232421875,3790848,ETH-USD
2022-04-21 05:09:00+00:00,3086.1884765625,3086.1884765625,3086.1884765625,3086.1884765625,3086.1884765625,2538496,ETH-USD
2022-04-21 05:10:00+00:00,3087.070556640625,3087.070556640625,3087.070556640625,3087.070556640625,3087.070556640625,15517696,ETH-USD
2022-04-21 05:11:00+00:00,3087.006591796875,3087.006591796875,3087.006591796875,3087.006591796875,3087.006591796875,0,ETH-USD
2022-04-21 05:12:00+00:00,3087.564208984375,3087.564208984375,3087.564208984375,3087.564208984375,3087.564208984375,2936832,ETH-USD
2022-04-21 05:13:00+00:00,3088.696533203125,3088.696533203125,3088.696533203125,3088.696533203125,3088.696533203125,169048064,ETH-USD
2022-04-21 05:14:00+00:00,3089.4140625,3089.4140625,3089.4140625,3089.4140625,3089.4140625,5891072,ETH-USD
2022-04-21 05:15:00+00:00,3089.5341796875,3089.5341796875,3089.5341796875,3089.5341796875,3089.5341796875,1031168,ETH-USD
2022-04-21 05:16:00+00:00,3090.75146484375,3090.75146484375,3090.75146484375,3090.75146484375,3090.75146484375,14718976,ETH-USD
2022-04-21 05:17:00+00:00,3091.625732421875,3091.625732421875,3091.625732421875,3091.625732421875,3091.625732421875,6064128,ETH-USD
2022-04-21 05:18:00+00:00,3091.798583984375,3091.798583984375,3091.798583984375,3091.798583984375,3091.798583984375,2652160,ETH-USD
2022-04-21 05:19:00+00:00,3092.362060546875,3092.362060546875,3092.362060546875,3092.362060546875,3092.362060546875,17639424,ETH-USD
2022-04-21 05:20:00+00:00,3092.343017578125,3092.343017578125,3092.343017578125,3092.343017578125,3092.343017578125,1186816,ETH-USD
2022-04-21 05:21:00+00:00,3092.213623046875,3092.213623046875,3092.213623046875,3092.213623046875,3092.213623046875,0,ETH-USD
2022-04-21 05:22:00+00:00,3092.2802734375,3092.2802734375,3092.2802734375,3092.2802734375,3092.2802734375,14235648,ETH-USD
2022-04-21 05:23:00+00:00,3092.161376953125,3092.161376953125,3092.161376953125,3092.161376953125,3092.161376953125,0,ETH-USD
2022-04-21 05:24:00+00:00,3092.17333984375,3092.17333984375,3092.17333984375,3092.17333984375,3092.17333984375,0,ETH-USD
2022-04-21 05:25:00+00:00,3091.898681640625,3091.898681640625,3091.898681640625,3091.898681640625,3091.898681640625,6446080,ETH-USD
2022-04-21 05:26:00+00:00,3091.6875,3091.6875,3091.6875,3091.6875,3091.6875,0,ETH-USD
2022-04-21 05:27:00+00:00,3091.207763671875,3091.207763671875,3091.207763671875,3091.207763671875,3091.207763671875,0,ETH-USD
2022-04-21 05:28:00+00:00,3089.782958984375,3089.782958984375,3089.782958984375,3089.782958984375,3089.782958984375,6094848,ETH-USD
2022-04-21 05:29:00+00:00,3089.115234375,3089.115234375,3089.115234375,3089.115234375,3089.115234375,0,ETH-USD
2022-04-21 05:30:00+00:00,3088.68798828125,3088.68798828125,3088.68798828125,3088.68798828125,3088.68798828125,0,ETH-USD
2022-04-21 05:31:00+00:00,3088.3779296875,3088.3779296875,3088.3779296875,3088.3779296875,3088.3779296875,0,ETH-USD
2022-04-21 05:32:00+00:00,3087.99072265625,3087.99072265625,3087.99072265625,3087.99072265625,3087.99072265625,0,ETH-USD
2022-04-21 05:33:00+00:00,3087.153076171875,3087.153076171875,3087.153076171875,3087.153076171875,3087.153076171875,0,ETH-USD
2022-04-21 05:34:00+00:00,3086.100341796875,3086.100341796875,3086.100341796875,3086.100341796875,3086.100341796875,3773440,ETH-USD
2022-04-21 05:35:00+00:00,3085.911376953125,3085.911376953125,3085.911376953125,3085.911376953125,3085.911376953125,0,ETH-USD
2022-04-21 05:36:00+00:00,3086.1005859375,3086.1005859375,3086.1005859375,3086.1005859375,3086.1005859375,868352,ETH-USD
2022-04-21 05:37:00+00:00,3085.93359375,3085.93359375,3085.93359375,3085.93359375,3085.93359375,6974464,ETH-USD
2022-04-21 05:38:00+00:00,3085.60205078125,3085.60205078125,3085.60205078125,3085.60205078125,3085.60205078125,0,ETH-USD
2022-04-21 05:39:00+00:00,3085.694580078125,3085.694580078125,3085.694580078125,3085.694580078125,3085.694580078125,0,ETH-USD
2022-04-21 05:40:00+00:00,3084.5595703125,3084.5595703125,3084.5595703125,3084.5595703125,3084.5595703125,160685056,ETH-USD
2022-04-21 05:41:00+00:00,3083.60546875,3083.60546875,3083.60546875,3083.60546875,3083.60546875,0,ETH-USD
2022-04-21 05:42:00+00:00,3083.77880859375,3083.77880859375,3083.77880859375,3083.77880859375,3083.77880859375,0,ETH-USD
2022-04-21 05:43:00+00:00,3083.65185546875,3083.65185546875,3083.65185546875,3083.65185546875,3083.65185546875,9643008,ETH-USD
2022-04-21 05:44:00+00:00,3082.879150390625,3082.879150390625,3082.879150390625,3082.879150390625,3082.879150390625,0,ETH-USD
2022-04-21 05:45:00+00:00,3081.765625,3081.765625,3081.765625,3081.765625,3081.765625,0,ETH-USD
2022-04-21 05:46:00+00:00,3081.14306640625,3081.14306640625,3081.14306640625,3081.14306640625,3081.14306640625,7954432,ETH-USD
2022-04-21 05:47:00+00:00,3081.627685546875,3081.627685546875,3081.627685546875,3081.627685546875,3081.627685546875,1958912,ETH-USD
2022-04-21 05:48:00+00:00,3081.292236328125,3081.292236328125,3081.292236328125,3081.292236328125,3081.292236328125,0,ETH-USD
2022-04-21 05:49:00+00:00,3081.730224609375,3081.730224609375,3081.730224609375,3081.730224609375,3081.730224609375,0,ETH-USD
2022-04-21 05:50:00+00:00,3081.12646484375,3081.12646484375,3081.12646484375,3081.12646484375,3081.12646484375,0,ETH-USD
2022-04-21 05:51:00+00:00,3081.29296875,3081.29296875,3081.29296875,3081.29296875,3081.29296875,0,ETH-USD
2022-04-21 05:52:00+00:00,3079.601806640625,3079.601806640625,3079.601806640625,3079.601806640625,3079.601806640625,161297408,ETH-USD
2022-04-21 05:53:00+00:00,3077.15673828125,3077.15673828125,3077.15673828125,3077.15673828125,3077.15673828125,0,ETH-USD
2022-04-21 05:54:00+00:00,3077.07275390625,3077.07275390625,3077.07275390625,3077.07275390625,3077.07275390625,1086464,ETH-USD
2022-04-21 05:55:00+00:00,3076.80322265625,3076.80322265625,3076.80322265625,3076.80322265625,3076.80322265625,22423552,ETH-USD
2022-04-21 05:56:00+00:00,3076.283935546875,3076.283935546875,3076.283935546875,3076.283935546875,3076.283935546875,0,ETH-USD
2022-04-21 05:57:00+00:00,3075.9775390625,3075.9775390625,3075.9775390625,3075.9775390625,3075.9775390625,0,ETH-USD
2022-04-21 05:58:00+00:00,3074.99951171875,3074.99951171875,3074.99951171875,3074.99951171875,3074.99951171875,12166144,ETH-USD
2022-04-21 05:59:00+00:00,3075.0400390625,3075.0400390625,3075.0400390625,3075.0400390625,3075.0400390625,0,ETH-USD
2022-04-21 06:00:00+00:00,3074.639892578125,3074.639892578125,3074.639892578125,3074.639892578125,3074.639892578125,0,ETH-USD
2022-04-21 06:01:00+00:00,3074.5986328125,3074.5986328125,3074.5986328125,3074.5986328125,3074.5986328125,0,ETH-USD
2022-04-21 06:02:00+00:00,3072.85693359375,3072.85693359375,3072.85693359375,3072.85693359375,3072.85693359375,0,ETH-USD
2022-04-21 06:03:00+00:00,3073.11083984375,3073.11083984375,3073.11083984375,3073.11083984375,3073.11083984375,3609600,ETH-USD
2022-04-21 06:04:00+00:00,3074.50927734375,3074.50927734375,3074.50927734375,3074.50927734375,3074.50927734375,21391360,ETH-USD
2022-04-21 06:05:00+00:00,3074.34033203125,3074.34033203125,3074.34033203125,3074.34033203125,3074.34033203125,0,ETH-USD
2022-04-21 06:06:00+00:00,3073.874755859375,3073.874755859375,3073.874755859375,3073.874755859375,3073.874755859375,0,ETH-USD
2022-04-21 06:07:00+00:00,3072.99755859375,3072.99755859375,3072.99755859375,3072.99755859375,3072.99755859375,161747968,ETH-USD
2022-04-21 06:09:00+00:00,3073.260986328125,3073.260986328125,3073.260986328125,3073.260986328125,3073.260986328125,0,ETH-USD
2022-04-21 06:10:00+00:00,3073.4150390625,3073.4150390625,3073.4150390625,3073.4150390625,3073.4150390625,0,ETH-USD
2022-04-21 06:11:00+00:00,3073.170654296875,3073.170654296875,3073.170654296875,3073.170654296875,3073.170654296875,0,ETH-USD
2022-04-21 06:12:00+00:00,3073.5224609375,3073.5224609375,3073.5224609375,3073.5224609375,3073.5224609375,668672,ETH-USD
2022-04-21 06:13:00+00:00,3075.79833984375,3075.79833984375,3075.79833984375,3075.79833984375,3075.79833984375,4158464,ETH-USD
2022-04-21 06:14:00+00:00,3075.617431640625,3075.617431640625,3075.617431640625,3075.617431640625,3075.617431640625,518144,ETH-USD
2022-04-21 06:15:00+00:00,3074.93896484375,3074.93896484375,3074.93896484375,3074.93896484375,3074.93896484375,0,ETH-USD
2022-04-21 06:16:00+00:00,3074.03857421875,3074.03857421875,3074.03857421875,3074.03857421875,3074.03857421875,11889664,ETH-USD
2022-04-21 06:17:00+00:00,3073.538818359375,3073.538818359375,3073.538818359375,3073.538818359375,3073.538818359375,0,ETH-USD
2022-04-21 06:18:00+00:00,3073.4130859375,3073.4130859375,3073.4130859375,3073.4130859375,3073.4130859375,0,ETH-USD
2022-04-21 06:19:00+00:00,3073.2978515625,3073.2978515625,3073.2978515625,3073.2978515625,3073.2978515625,11235328,ETH-USD
2022-04-21 06:20:00+00:00,3073.486572265625,3073.486572265625,3073.486572265625,3073.486572265625,3073.486572265625,0,ETH-USD
2022-04-21 06:21:00+00:00,3073.751708984375,3073.751708984375,3073.751708984375,3073.751708984375,3073.751708984375,0,ETH-USD
2022-04-21 06:22:00+00:00,3075.3212890625,3075.3212890625,3075.3212890625,3075.3212890625,3075.3212890625,0,ETH-USD
2022-04-21 06:23:00+00:00,3075.53759765625,3075.53759765625,3075.53759765625,3075.53759765625,3075.53759765625,1529856,ETH-USD
2022-04-21 06:24:00+00:00,3075.561767578125,3075.561767578125,3075.561767578125,3075.561767578125,3075.561767578125,919552,ETH-USD
2022-04-21 06:25:00+00:00,3075.361328125,3075.361328125,3075.361328125,3075.361328125,3075.361328125,15119360,ETH-USD
2022-04-21 06:26:00+00:00,3075.1396484375,3075.1396484375,3075.1396484375,3075.1396484375,3075.1396484375,0,ETH-USD
2022-04-21 06:27:00+00:00,3074.87353515625,3074.87353515625,3074.87353515625,3074.87353515625,3074.87353515625,0,ETH-USD
2022-04-21 06:28:00+00:00,3074.974609375,3074.974609375,3074.974609375,3074.974609375,3074.974609375,0,ETH-USD
2022-04-21 06:29:00+00:00,3075.6015625,3075.6015625,3075.6015625,3075.6015625,3075.6015625,1875968,ETH-USD
2022-04-21 06:30:00+00:00,3076.11474609375,3076.11474609375,3076.11474609375,3076.11474609375,3076.11474609375,1161216,ETH-USD
2022-04-21 06:31:00+00:00,3076.882568359375,3076.882568359375,3076.882568359375,3076.882568359375,3076.882568359375,6224896,ETH-USD
2022-04-21 06:32:00+00:00,3077.400146484375,3077.400146484375,3077.400146484375,3077.400146484375,3077.400146484375,4227072,ETH-USD
2022-04-21 06:33:00+00:00,3077.8994140625,3077.8994140625,3077.8994140625,3077.8994140625,3077.8994140625,3983360,ETH-USD
2022-04-21 06:34:00+00:00,3079.151123046875,3079.151123046875,3079.151123046875,3079.151123046875,3079.151123046875,17656832,ETH-USD
2022-04-21 06:35:00+00:00,3079.156494140625,3079.156494140625,3079.156494140625,3079.156494140625,3079.156494140625,871424,ETH-USD
2022-04-21 06:36:00+00:00,3078.958251953125,3078.958251953125,3078.958251953125,3078.958251953125,3078.958251953125,0,ETH-USD
2022-04-21 06:37:00+00:00,3079.216064453125,3079.216064453125,3079.216064453125,3079.216064453125,3079.216064453125,585728,ETH-USD
2022-04-21 06:38:00+00:00,3079.340576171875,3079.340576171875,3079.340576171875,3079.340576171875,3079.340576171875,0,ETH-USD
2022-04-21 06:39:00+00:00,3079.216796875,3079.216796875,3079.216796875,3079.216796875,3079.216796875,0,ETH-USD
2022-04-21 06:40:00+00:00,3077.148681640625,3077.148681640625,3077.148681640625,3077.148681640625,3077.148681640625,0,ETH-USD
2022-04-21 06:41:00+00:00,3076.95556640625,3076.95556640625,3076.95556640625,3076.95556640625,3076.95556640625,0,ETH-USD
2022-04-21 06:42:00+00:00,3077.908447265625,3077.908447265625,3077.908447265625,3077.908447265625,3077.908447265625,5754880,ETH-USD
2022-04-21 06:43:00+00:00,3078.542236328125,3078.542236328125,3078.542236328125,3078.542236328125,3078.542236328125,6537216,ETH-USD
2022-04-21 06:44:00+00:00,3078.8935546875,3078.8935546875,3078.8935546875,3078.8935546875,3078.8935546875,2068480,ETH-USD
2022-04-21 06:45:00+00:00,3079.15478515625,3079.15478515625,3079.15478515625,3079.15478515625,3079.15478515625,2606080,ETH-USD
2022-04-21 06:46:00+00:00,3080.600830078125,3080.600830078125,3080.600830078125,3080.600830078125,3080.600830078125,16743424,ETH-USD
2022-04-21 06:47:00+00:00,3080.77392578125,3080.77392578125,3080.77392578125,3080.77392578125,3080.77392578125,1281024,ETH-USD
2022-04-21 06:48:00+00:00,3079.998046875,3079.998046875,3079.998046875,3079.998046875,3079.998046875,0,ETH-USD
2022-04-21 06:49:00+00:00,3077.964599609375,3077.964599609375,3077.964599609375,3077.964599609375,3077.964599609375,10474496,ETH-USD
2022-04-21 06:50:00+00:00,3077.44775390625,3077.44775390625,3077.44775390625,3077.44775390625,3077.44775390625,0,ETH-USD
2022-04-21 06:51:00+00:00,3076.65625,3076.65625,3076.65625,3076.65625,3076.65625,0,ETH-USD
2022-04-21 06:52:00+00:00,3076.292724609375,3076.292724609375,3076.292724609375,3076.292724609375,3076.292724609375,3840000,ETH-USD
2022-04-21 06:53:00+00:00,3076.24609375,3076.24609375,3076.24609375,3076.24609375,3076.24609375,0,ETH-USD
2022-04-21 06:54:00+00:00,3076.153076171875,3076.153076171875,3076.153076171875,3076.153076171875,3076.153076171875,0,ETH-USD
2022-04-21 06:55:00+00:00,3076.51318359375,3076.51318359375,3076.51318359375,3076.51318359375,3076.51318359375,5230592,ETH-USD
2022-04-21 06:56:00+00:00,3077.185546875,3077.185546875,3077.185546875,3077.185546875,3077.185546875,2497536,ETH-USD
2022-04-21 06:57:00+00:00,3077.2744140625,3077.2744140625,3077.2744140625,3077.2744140625,3077.2744140625,948224,ETH-USD
2022-04-21 06:58:00+00:00,3078.212158203125,3078.212158203125,3078.212158203125,3078.212158203125,3078.212158203125,3854336,ETH-USD
2022-04-21 06:59:00+00:00,3078.624267578125,3078.624267578125,3078.624267578125,3078.624267578125,3078.624267578125,1176576,ETH-USD
2022-04-21 07:00:00+00:00,3078.0322265625,3078.0322265625,3078.0322265625,3078.0322265625,3078.0322265625,0,ETH-USD
2022-04-21 07:01:00+00:00,3077.899169921875,3077.899169921875,3077.899169921875,3077.899169921875,3077.899169921875,152087552,ETH-USD
2022-04-21 07:02:00+00:00,3078.826416015625,3078.826416015625,3078.826416015625,3078.826416015625,3078.826416015625,0,ETH-USD
2022-04-21 07:03:00+00:00,3078.747314453125,3078.747314453125,3078.747314453125,3078.747314453125,3078.747314453125,0,ETH-USD
2022-04-21 07:04:00+00:00,3079.26806640625,3079.26806640625,3079.26806640625,3079.26806640625,3079.26806640625,3755008,ETH-USD
2022-04-21 07:05:00+00:00,3079.423095703125,3079.423095703125,3079.423095703125,3079.423095703125,3079.423095703125,366592,ETH-USD
2022-04-21 07:06:00+00:00,3079.555908203125,3079.555908203125,3079.555908203125,3079.555908203125,3079.555908203125,0,ETH-USD
2022-04-21 07:07:00+00:00,3079.6455078125,3079.6455078125,3079.6455078125,3079.6455078125,3079.6455078125,0,ETH-USD
2022-04-21 07:08:00+00:00,3079.751220703125,3079.751220703125,3079.751220703125,3079.751220703125,3079.751220703125,0,ETH-USD
2022-04-21 07:09:00+00:00,3079.292236328125,3079.292236328125,3079.292236328125,3079.292236328125,3079.292236328125,0,ETH-USD
2022-04-21 07:10:00+00:00,3077.98876953125,3077.98876953125,3077.98876953125,3077.98876953125,3077.98876953125,0,ETH-USD
2022-04-21 07:11:00+00:00,3078.105712890625,3078.105712890625,3078.105712890625,3078.105712890625,3078.105712890625,0,ETH-USD
2022-04-21 07:12:00+00:00,3078.196533203125,3078.196533203125,3078.196533203125,3078.196533203125,3078.196533203125,0,ETH-USD
2022-04-21 07:13:00+00:00,3076.877197265625,3076.877197265625,3076.877197265625,3076.877197265625,3076.877197265625,138465280,ETH-USD
2022-04-21 07:14:00+00:00,3076.257080078125,3076.257080078125,3076.257080078125,3076.257080078125,3076.257080078125,0,ETH-USD
2022-04-21 07:15:00+00:00,3076.71728515625,3076.71728515625,3076.71728515625,3076.71728515625,3076.71728515625,909312,ETH-USD
2022-04-21 07:16:00+00:00,3077.103515625,3077.103515625,3077.103515625,3077.103515625,3077.103515625,0,ETH-USD
2022-04-21 07:17:00+00:00,3077.645751953125,3077.645751953125,3077.645751953125,3077.645751953125,3077.645751953125,1801216,ETH-USD
2022-04-21 07:18:00+00:00,3079.09375,3079.09375,3079.09375,3079.09375,3079.09375,7126016,ETH-USD
2022-04-21 07:19:00+00:00,3080.586669921875,3080.586669921875,3080.586669921875,3080.586669921875,3080.586669921875,296960,ETH-USD
2022-04-21 07:20:00+00:00,3080.934814453125,3080.934814453125,3080.934814453125,3080.934814453125,3080.934814453125,502784,ETH-USD
2022-04-21 07:21:00+00:00,3081.271240234375,3081.271240234375,3081.271240234375,3081.271240234375,3081.271240234375,0,ETH-USD
2022-04-21 07:22:00+00:00,3082.33251953125,3082.33251953125,3082.33251953125,3082.33251953125,3082.33251953125,0,ETH-USD
2022-04-21 07:23:00+00:00,3083.4287109375,3083.4287109375,3083.4287109375,3083.4287109375,3083.4287109375,9962496,ETH-USD
2022-04-21 07:24:00+00:00,3083.3076171875,3083.3076171875,3083.3076171875,3083.3076171875,3083.3076171875,2872320,ETH-USD
2022-04-21 07:25:00+00:00,3083.977294921875,3083.977294921875,3083.977294921875,3083.977294921875,3083.977294921875,17007616,ETH-USD
2022-04-21 07:26:00+00:00,3084.33203125,3084.33203125,3084.33203125,3084.33203125,3084.33203125,0,ETH-USD
2022-04-21 07:27:00+00:00,3084.1044921875,3084.1044921875,3084.1044921875,3084.1044921875,3084.1044921875,0,ETH-USD
2022-04-21 07:28:00+00:00,3084.2138671875,3084.2138671875,3084.2138671875,3084.2138671875,3084.2138671875,9834496,ETH-USD
2022-04-21 07:29:00+00:00,3084.230712890625,3084.230712890625,3084.230712890625,3084.230712890625,3084.230712890625,0,ETH-USD
2022-04-21 07:30:00+00:00,3084.599609375,3084.599609375,3084.599609375,3084.599609375,3084.599609375,1624064,ETH-USD
